,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
87,Either Monique or Cody is a lawyer,Monique is a lawyer,0.750,0.197,0.053,entailment,Cody is a lawyer,0.848,0.119,0.034,entailment,0.196,Either Cody or Monique is a lawyer,Monique is a lawyer,0.734,0.190,0.076,entailment,Cody is a lawyer,0.690,0.229,0.081,entailment,0.088,0.045,0.316,0.361
88,Either Cathy or Steven is a tennis player,Cathy is a tennis player,0.763,0.198,0.039,entailment,Steven is a tennis player,0.763,0.163,0.074,entailment,0.070,Either Steven or Cathy is a tennis player,Cathy is a tennis player,0.668,0.280,0.052,entailment,Steven is a tennis player,0.696,0.226,0.078,entailment,0.108,0.189,0.134,0.323
89,Either Emily or John is a farmer,Emily is a farmer,0.334,0.540,0.126,neutral,John is a farmer,0.444,0.439,0.118,entailment,0.220,Either John or Emily is a farmer,Emily is a farmer,0.331,0.515,0.154,neutral,John is a farmer,0.304,0.490,0.206,neutral,0.104,0.056,0.279,0.335
90,Either Tuppence or Lamar is a hostess,Tuppence is a hostess,0.662,0.255,0.083,entailment,Lamar is a hostess,0.676,0.212,0.112,entailment,0.086,Either Lamar or Tuppence is a hostess,Tuppence is a hostess,0.718,0.199,0.083,entailment,Lamar is a hostess,0.648,0.197,0.156,entailment,0.146,0.112,0.088,0.200
91,Either Jenny or Ronnie is an economist,Jenny is an economist,0.336,0.592,0.072,neutral,Ronnie is an economist,0.443,0.420,0.138,entailment,0.345,Either Ronnie or Jenny is an economist,Jenny is an economist,0.409,0.508,0.084,neutral,Ronnie is an economist,0.466,0.402,0.131,entailment,0.211,0.169,0.048,0.216
92,Either Dawn or Eddie is a scientist,Dawn is a scientist,0.454,0.477,0.069,neutral,Eddie is a scientist,0.543,0.335,0.123,entailment,0.285,Either Eddie or Dawn is a scientist,Dawn is a scientist,0.499,0.428,0.073,entailment,Eddie is a scientist,0.402,0.423,0.175,neutral,0.206,0.098,0.281,0.379
93,Either Megan or Louis is a cleaner,Megan is a cleaner,0.424,0.484,0.093,neutral,Louis is a cleaner,0.689,0.252,0.059,entailment,0.530,Either Louis or Megan is a cleaner,Megan is a cleaner,0.574,0.321,0.104,entailment,Louis is a cleaner,0.576,0.348,0.076,entailment,0.057,0.324,0.225,0.550
94,Either Ellen or Jorge is an athlete,Ellen is an athlete,0.463,0.452,0.085,entailment,Jorge is an athlete,0.596,0.307,0.097,entailment,0.290,Either Jorge or Ellen is an athlete,Ellen is an athlete,0.288,0.580,0.132,neutral,Jorge is an athlete,0.717,0.240,0.043,entailment,0.858,0.350,0.242,0.593
95,Either Ebony or Cadan is a football player,Ebony is a football player,0.867,0.112,0.021,entailment,Cadan is a football player,0.926,0.063,0.011,entailment,0.118,Either Cadan or Ebony is a football player,Ebony is a football player,0.901,0.082,0.017,entailment,Cadan is a football player,0.943,0.045,0.011,entailment,0.084,0.069,0.035,0.103
96,Either Fabioloa or LeShawn is a security guard,Fabioloa is a security guard,0.949,0.036,0.015,entailment,LeShawn is a security guard,0.931,0.051,0.018,entailment,0.037,Either LeShawn or Fabioloa is a security guard,Fabioloa is a security guard,0.947,0.038,0.016,entailment,LeShawn is a security guard,0.939,0.043,0.019,entailment,0.016,0.005,0.016,0.021
97,Either Maggie or Kevin is a dentist,Maggie is a dentist,0.746,0.178,0.076,entailment,Kevin is a dentist,0.896,0.066,0.038,entailment,0.300,Either Kevin or Maggie is a dentist,Maggie is a dentist,0.732,0.189,0.079,entailment,Kevin is a dentist,0.734,0.159,0.108,entailment,0.060,0.028,0.325,0.352
98,Either Melissa or Steve is a doctor,Melissa is a doctor,0.427,0.422,0.151,entailment,Steve is a doctor,0.478,0.385,0.137,entailment,0.102,Either Steve or Melissa is a doctor,Melissa is a doctor,0.535,0.351,0.115,entailment,Steve is a doctor,0.388,0.423,0.189,neutral,0.294,0.216,0.180,0.396
99,Either Meghan or Terrell is an employment,Meghan is an employment,0.823,0.127,0.051,entailment,Terrell is an employment,0.554,0.306,0.140,entailment,0.537,Either Terrell or Meghan is an employment,Meghan is an employment,0.639,0.251,0.110,entailment,Terrell is an employment,0.787,0.139,0.075,entailment,0.295,0.367,0.465,0.832
100,Either Grace or Jacob is an employment,Grace is an employment,0.740,0.175,0.085,entailment,Jacob is an employment,0.284,0.446,0.270,neutral,0.912,Either Jacob or Grace is an employment,Grace is an employment,0.312,0.385,0.302,neutral,Jacob is an employment,0.325,0.505,0.170,neutral,0.265,0.855,0.201,1.056
101,Either Carla or Denny is a prosecutor,Carla is a prosecutor,0.702,0.202,0.096,entailment,Denny is a prosecutor,0.815,0.109,0.075,entailment,0.227,Either Denny or Carla is a prosecutor,Carla is a prosecutor,0.794,0.131,0.075,entailment,Denny is a prosecutor,0.665,0.216,0.119,entailment,0.257,0.184,0.300,0.484
102,Either Barbara or Juan is an assistant,Barbara is an assistant,0.759,0.125,0.117,entailment,Juan is an assistant,0.753,0.118,0.129,entailment,0.025,Either Juan or Barbara is an assistant,Barbara is an assistant,0.664,0.177,0.159,entailment,Juan is an assistant,0.805,0.093,0.102,entailment,0.282,0.190,0.104,0.293
103,Either Tricia or Chen Wee is a nurse,Tricia is a nurse,0.724,0.211,0.065,entailment,Chen Wee is a nurse,0.883,0.079,0.038,entailment,0.318,Either Chen Wee or Tricia is a nurse,Tricia is a nurse,0.878,0.099,0.023,entailment,Chen Wee is a nurse,0.858,0.081,0.061,entailment,0.077,0.309,0.050,0.359
104,Either Carla or Aaron is an entrepreneur,Carla is an entrepreneur,0.650,0.266,0.084,entailment,Aaron is an entrepreneur,0.567,0.245,0.188,entailment,0.207,Either Aaron or Carla is an entrepreneur,Carla is an entrepreneur,0.632,0.259,0.108,entailment,Aaron is an entrepreneur,0.567,0.242,0.191,entailment,0.165,0.048,0.007,0.055
105,Either Carly or Marquis is an electrician,Carly is an electrician,0.796,0.161,0.043,entailment,Marquis is an electrician,0.825,0.142,0.033,entailment,0.058,Either Marquis or Carly is an electrician,Carly is an electrician,0.809,0.148,0.043,entailment,Marquis is an electrician,0.788,0.178,0.034,entailment,0.060,0.027,0.073,0.100
106,Either Joan or John is a musician,Joan is a musician,0.574,0.355,0.071,entailment,John is a musician,0.373,0.500,0.128,neutral,0.402,Either John or Joan is a musician,Joan is a musician,0.577,0.340,0.083,entailment,John is a musician,0.393,0.484,0.123,neutral,0.367,0.030,0.041,0.071
107,Either Joanne or Vince is a singer,Joanne is a singer,0.708,0.255,0.036,entailment,Vince is a singer,0.731,0.167,0.102,entailment,0.176,Either Vince or Joanne is a singer,Joanne is a singer,0.669,0.249,0.082,entailment,Vince is a singer,0.861,0.106,0.032,entailment,0.385,0.091,0.260,0.351
108,Either Molly or Laquan is a dancer,Molly is a dancer,0.734,0.220,0.046,entailment,Laquan is a dancer,0.687,0.273,0.040,entailment,0.107,Either Laquan or Molly is a dancer,Molly is a dancer,0.725,0.197,0.078,entailment,Laquan is a dancer,0.697,0.276,0.027,entailment,0.158,0.064,0.027,0.091
109,Either Raven or Sidney is a police officer,Raven is a police officer,0.810,0.153,0.037,entailment,Sidney is a police officer,0.786,0.138,0.076,entailment,0.078,Either Sidney or Raven is a police officer,Raven is a police officer,0.733,0.199,0.067,entailment,Sidney is a police officer,0.780,0.126,0.094,entailment,0.146,0.153,0.035,0.188
110,Either Kassidy or Bill is a hairdresser,Kassidy is a hairdresser,0.881,0.089,0.030,entailment,Bill is a hairdresser,0.865,0.092,0.043,entailment,0.032,Either Bill or Kassidy is a hairdresser,Kassidy is a hairdresser,0.867,0.098,0.035,entailment,Bill is a hairdresser,0.640,0.275,0.085,entailment,0.453,0.029,0.450,0.479
111,Either Tricia or Tom is an academic,Tricia is an academic,0.409,0.531,0.060,neutral,Tom is an academic,0.447,0.492,0.062,neutral,0.078,Either Tom or Tricia is an academic,Tricia is an academic,0.394,0.526,0.080,neutral,Tom is an academic,0.371,0.533,0.097,neutral,0.047,0.040,0.152,0.192
112,Either Shevon or Tyrone is a chemist,Shevon is a chemist,0.797,0.149,0.055,entailment,Tyrone is a chemist,0.749,0.216,0.035,entailment,0.135,Either Tyrone or Shevon is a chemist,Shevon is a chemist,0.798,0.140,0.062,entailment,Tyrone is a chemist,0.725,0.224,0.051,entailment,0.168,0.017,0.048,0.065
113,Either Shevon or Denny is a receptionist,Shevon is a receptionist,0.891,0.072,0.037,entailment,Denny is a receptionist,0.895,0.072,0.033,entailment,0.007,Either Denny or Shevon is a receptionist,Shevon is a receptionist,0.860,0.083,0.057,entailment,Denny is a receptionist,0.913,0.056,0.031,entailment,0.107,0.063,0.038,0.101
114,Either Fabioloa or LeShawn is a handyman,Fabioloa is a handyman,0.757,0.209,0.034,entailment,LeShawn is a handyman,0.844,0.137,0.019,entailment,0.174,Either LeShawn or Fabioloa is a handyman,Fabioloa is a handyman,0.854,0.131,0.015,entailment,LeShawn is a handyman,0.753,0.212,0.034,entailment,0.201,0.193,0.181,0.375
115,Either Susan or Jimmy is a cleric,Susan is a cleric,0.374,0.434,0.192,neutral,Jimmy is a cleric,0.683,0.226,0.090,entailment,0.618,Either Jimmy or Susan is a cleric,Susan is a cleric,0.516,0.333,0.151,entailment,Jimmy is a cleric,0.438,0.322,0.240,entailment,0.179,0.284,0.491,0.774
116,Either Shelly or Manuel is a chemist,Shelly is a chemist,0.612,0.311,0.077,entailment,Manuel is a chemist,0.822,0.148,0.031,entailment,0.419,Either Manuel or Shelly is a chemist,Shelly is a chemist,0.662,0.280,0.058,entailment,Manuel is a chemist,0.838,0.130,0.031,entailment,0.353,0.099,0.034,0.134
117,Either Shiloh or Scott is an astronomer,Shiloh is an astronomer,0.618,0.308,0.075,entailment,Scott is an astronomer,0.623,0.277,0.100,entailment,0.062,Either Scott or Shiloh is an astronomer,Shiloh is an astronomer,0.632,0.296,0.071,entailment,Scott is an astronomer,0.629,0.255,0.117,entailment,0.090,0.029,0.044,0.072
118,Either Molly or Sam is an umpire,Molly is an umpire,0.424,0.401,0.175,entailment,Sam is an umpire,0.430,0.351,0.219,entailment,0.099,Either Sam or Molly is an umpire,Molly is an umpire,0.377,0.400,0.223,neutral,Sam is an umpire,0.414,0.378,0.208,entailment,0.075,0.096,0.053,0.150
119,Either Greta or Eddie is a cook,Greta is a cook,0.739,0.243,0.019,entailment,Eddie is a cook,0.676,0.261,0.063,entailment,0.125,Either Eddie or Greta is a cook,Greta is a cook,0.672,0.294,0.035,entailment,Eddie is a cook,0.616,0.303,0.080,entailment,0.111,0.134,0.120,0.254
120,Either Candy or Fred is a pharmacist,Candy is a pharmacist,0.686,0.232,0.082,entailment,Fred is a pharmacist,0.601,0.280,0.119,entailment,0.171,Either Fred or Candy is a pharmacist,Candy is a pharmacist,0.621,0.286,0.092,entailment,Fred is a pharmacist,0.420,0.388,0.192,entailment,0.402,0.130,0.361,0.492
121,Either Joanne or Kevin is a gambler,Joanne is a gambler,0.237,0.717,0.045,neutral,Kevin is a gambler,0.495,0.458,0.048,entailment,0.519,Either Kevin or Joanne is a gambler,Joanne is a gambler,0.373,0.576,0.051,neutral,Kevin is a gambler,0.277,0.646,0.078,neutral,0.192,0.283,0.436,0.718
122,Either Kathy or Sidney is a security guard,Kathy is a security guard,0.766,0.181,0.053,entailment,Sidney is a security guard,0.844,0.109,0.047,entailment,0.156,Either Sidney or Kathy is a security guard,Kathy is a security guard,0.792,0.148,0.060,entailment,Sidney is a security guard,0.871,0.080,0.048,entailment,0.159,0.065,0.057,0.122
123,Either Katherine or Jones is a doctor,Katherine is a doctor,0.371,0.530,0.099,neutral,Jones is a doctor,0.389,0.505,0.106,neutral,0.050,Either Jones or Katherine is a doctor,Katherine is a doctor,0.535,0.369,0.096,entailment,Jones is a doctor,0.355,0.476,0.168,neutral,0.359,0.329,0.125,0.454
124,Either Camille or Tyrone is an administrator,Camille is an administrator,0.732,0.191,0.077,entailment,Tyrone is an administrator,0.734,0.192,0.074,entailment,0.005,Either Tyrone or Camille is an administrator,Camille is an administrator,0.706,0.210,0.084,entailment,Tyrone is an administrator,0.649,0.260,0.091,entailment,0.114,0.054,0.171,0.225
125,Either Ruby or Chan is a designer,Ruby is a designer,0.796,0.139,0.065,entailment,Chan is a designer,0.770,0.148,0.082,entailment,0.053,Either Chan or Ruby is a designer,Ruby is a designer,0.802,0.133,0.065,entailment,Chan is a designer,0.844,0.109,0.047,entailment,0.083,0.012,0.147,0.160
126,Either Anita or James is a receptionist,Anita is a receptionist,0.883,0.075,0.042,entailment,James is a receptionist,0.726,0.146,0.128,entailment,0.313,Either James or Anita is a receptionist,Anita is a receptionist,0.774,0.131,0.095,entailment,James is a receptionist,0.759,0.136,0.105,entailment,0.030,0.218,0.066,0.284
127,Either Katherine or Steve is a groom,Katherine is a groom,0.497,0.282,0.220,entailment,Steve is a groom,0.626,0.219,0.154,entailment,0.258,Either Steve or Katherine is a groom,Katherine is a groom,0.518,0.235,0.248,entailment,Steve is a groom,0.590,0.261,0.149,entailment,0.198,0.095,0.085,0.180
128,Either Anna or Aaron is a pensioner,Anna is a pensioner,0.423,0.443,0.134,neutral,Aaron is a pensioner,0.498,0.343,0.158,entailment,0.200,Either Aaron or Anna is a pensioner,Anna is a pensioner,0.445,0.390,0.165,entailment,Aaron is a pensioner,0.369,0.430,0.200,neutral,0.152,0.107,0.258,0.365
129,Either Candice or Miguel is an editor,Candice is an editor,0.686,0.222,0.092,entailment,Miguel is an editor,0.815,0.086,0.099,entailment,0.271,Either Miguel or Candice is an editor,Candice is an editor,0.661,0.205,0.134,entailment,Miguel is an editor,0.852,0.076,0.073,entailment,0.382,0.084,0.074,0.158
130,Either Jenny or Jim is a builder,Jenny is a builder,0.515,0.413,0.073,entailment,Jim is a builder,0.690,0.231,0.079,entailment,0.363,Either Jim or Jenny is a builder,Jenny is a builder,0.514,0.404,0.082,entailment,Jim is a builder,0.594,0.264,0.142,entailment,0.280,0.018,0.192,0.210
131,Either Tina or Shane is an accountant,Tina is an accountant,0.557,0.373,0.070,entailment,Shane is an accountant,0.789,0.165,0.046,entailment,0.463,Either Shane or Tina is an accountant,Tina is an accountant,0.564,0.338,0.098,entailment,Shane is an accountant,0.804,0.148,0.048,entailment,0.480,0.070,0.035,0.105
132,Either Joanne or Carlos is a handyman,Joanne is a handyman,0.465,0.505,0.029,neutral,Carlos is a handyman,0.845,0.126,0.029,entailment,0.759,Either Carlos or Joanne is a handyman,Joanne is a handyman,0.649,0.331,0.021,entailment,Carlos is a handyman,0.747,0.207,0.046,entailment,0.246,0.367,0.196,0.562
133,Either Tuppence or Dustin is a drawer,Tuppence is a drawer,0.766,0.138,0.097,entailment,Dustin is a drawer,0.529,0.182,0.289,entailment,0.473,Either Dustin or Tuppence is a drawer,Tuppence is a drawer,0.676,0.177,0.147,entailment,Dustin is a drawer,0.681,0.127,0.191,entailment,0.099,0.179,0.304,0.483
134,Either Sara or Chan is a researcher,Sara is a researcher,0.693,0.262,0.045,entailment,Chan is a researcher,0.578,0.325,0.097,entailment,0.230,Either Chan or Sara is a researcher,Sara is a researcher,0.677,0.286,0.037,entailment,Chan is a researcher,0.612,0.304,0.084,entailment,0.130,0.048,0.068,0.116
135,Either Brittany or Joe is a banker,Brittany is a banker,0.750,0.205,0.045,entailment,Joe is a banker,0.690,0.207,0.103,entailment,0.120,Either Joe or Brittany is a banker,Brittany is a banker,0.556,0.307,0.137,entailment,Joe is a banker,0.427,0.378,0.195,entailment,0.258,0.388,0.526,0.914
136,Either Marianne or Eddie is a fireman,Marianne is a fireman,0.643,0.318,0.039,entailment,Eddie is a fireman,0.833,0.141,0.027,entailment,0.380,Either Eddie or Marianne is a fireman,Marianne is a fireman,0.669,0.287,0.044,entailment,Eddie is a fireman,0.797,0.159,0.044,entailment,0.256,0.062,0.072,0.134
137,Either Megan or Thomas is a pilot,Megan is a pilot,0.391,0.483,0.126,neutral,Thomas is a pilot,0.471,0.426,0.103,entailment,0.159,Either Thomas or Megan is a pilot,Megan is a pilot,0.369,0.476,0.156,neutral,Thomas is a pilot,0.387,0.484,0.129,neutral,0.054,0.060,0.167,0.227
138,Either Camille or Cody is a dealer,Camille is a dealer,0.797,0.162,0.041,entailment,Cody is a dealer,0.643,0.291,0.066,entailment,0.308,Either Cody or Camille is a dealer,Camille is a dealer,0.805,0.142,0.053,entailment,Cody is a dealer,0.530,0.383,0.086,entailment,0.549,0.041,0.226,0.267
139,Either Shiloh or Steven is a guitarist,Shiloh is a guitarist,0.647,0.285,0.067,entailment,Steven is a guitarist,0.780,0.153,0.067,entailment,0.265,Either Steven or Shiloh is a guitarist,Shiloh is a guitarist,0.695,0.253,0.052,entailment,Steven is a guitarist,0.710,0.204,0.086,entailment,0.099,0.096,0.139,0.235
140,Either Carrie or Raymond is an employee,Carrie is an employee,0.721,0.222,0.057,entailment,Raymond is an employee,0.663,0.261,0.077,entailment,0.117,Either Raymond or Carrie is an employee,Carrie is an employee,0.504,0.348,0.149,entailment,Raymond is an employee,0.750,0.173,0.078,entailment,0.492,0.435,0.176,0.611
141,Either Tanisha or Connor is a banker,Tanisha is a banker,0.766,0.221,0.013,entailment,Connor is a banker,0.818,0.159,0.023,entailment,0.124,Either Connor or Tanisha is a banker,Tanisha is a banker,0.805,0.180,0.015,entailment,Connor is a banker,0.755,0.208,0.037,entailment,0.100,0.081,0.127,0.208
142,Either Joanne or Ronnie is a musician,Joanne is a musician,0.621,0.320,0.059,entailment,Ronnie is a musician,0.618,0.251,0.132,entailment,0.145,Either Ronnie or Joanne is a musician,Joanne is a musician,0.583,0.340,0.076,entailment,Ronnie is a musician,0.662,0.260,0.078,entailment,0.161,0.075,0.106,0.181
143,Either Melissa or Dustin is a dancer,Melissa is a dancer,0.504,0.417,0.079,entailment,Dustin is a dancer,0.665,0.242,0.093,entailment,0.349,Either Dustin or Melissa is a dancer,Melissa is a dancer,0.567,0.316,0.116,entailment,Dustin is a dancer,0.593,0.318,0.089,entailment,0.055,0.202,0.152,0.353
144,Either Precious or Robert is a landlord,Precious is a landlord,0.605,0.249,0.145,entailment,Robert is a landlord,0.877,0.085,0.037,entailment,0.545,Either Robert or Precious is a landlord,Precious is a landlord,0.595,0.269,0.136,entailment,Robert is a landlord,0.627,0.265,0.108,entailment,0.063,0.039,0.501,0.540
145,Either Anna or Kariem is a secretary,Anna is a secretary,0.690,0.214,0.096,entailment,Kariem is a secretary,0.784,0.146,0.070,entailment,0.188,Either Kariem or Anna is a secretary,Anna is a secretary,0.803,0.134,0.063,entailment,Kariem is a secretary,0.776,0.149,0.075,entailment,0.054,0.227,0.015,0.242
146,Either Emily or Paul is an actor,Emily is an actor,0.445,0.401,0.154,entailment,Paul is an actor,0.642,0.256,0.102,entailment,0.394,Either Paul or Emily is an actor,Emily is an actor,0.378,0.396,0.226,neutral,Paul is an actor,0.538,0.276,0.186,entailment,0.320,0.144,0.208,0.351
