,prem,hypo1,hypo2,score1,score2,diff
82,Either Cadan or Jessica's are a dentist,Cadan is a dentist,Jessica's is a dentist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.030000000000000006
338,Either Connor or Kassidy are a pianist,Connor is a pianist,Kassidy is a pianist,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.01'}",0.030000000000000006
327,Either Val or Kia are a drawer,Val is a drawer,Kia is a drawer,"{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.06'}",0.03
129,Either Jamie or Jenna are an auditor,Jamie is an auditor,Jenna is an auditor,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}",0.03
189,Either Jerry or Cathy are a cashier,Jerry is a cashier,Cathy is a cashier,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}",0.03
255,Either Carl or Jane are a barber,Carl is a barber,Jane is a barber,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.029999999999999916
18,Either Amhad or Jenny are a hairdresser,Amhad is a hairdresser,Jenny is a hairdresser,"{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.16', 'contradiction': '0.02'}",0.029999999999999905
216,Either Johnathan or Diamond are a clerk,Johnathan is a clerk,Diamond is a clerk,"{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.020000000000000018
266,Either Eddie or Anne are an economist,Eddie is an economist,Anne is an economist,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}",0.020000000000000018
439,Either Zack or Anita are a manager,Zack is a manager,Anita is a manager,"{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.020000000000000018
335,Either Manuel or Kia are a soldier,Manuel is a soldier,Kia is a soldier,"{'entailment': '0.95', 'neutral': '0.04', 'contradiction': '0.02'}","{'entailment': '0.94', 'neutral': '0.04', 'contradiction': '0.01'}",0.02000000000000001
171,Either Tyrone or Lea are a dealer,Tyrone is a dealer,Lea is a dealer,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.03'}",0.02000000000000001
10,Either Tyler or Kassandra are an analyst,Tyler is an analyst,Kassandra is an analyst,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.02000000000000001
290,Either Jafari or Anne are a chess player,Jafari is a chess player,Anne is a chess player,"{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.02000000000000001
209,Either George or Maggie are a servant,George is a servant,Maggie is a servant,"{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.02000000000000001
412,Either Anse or Candy are a diplomat,Anse is a diplomat,Candy is a diplomat,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}",0.02000000000000001
173,Either Dustin or Charlene are a lawyer,Dustin is a lawyer,Charlene is a lawyer,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.02000000000000001
22,Either Marty or Sara are a cleric,Marty is a cleric,Sara is a cleric,"{'entailment': '0.71', 'neutral': '0.18', 'contradiction': '0.11'}","{'entailment': '0.72', 'neutral': '0.18', 'contradiction': '0.10'}",0.020000000000000004
79,Either Seth or Shaniqua are a sociologist,Seth is a sociologist,Shaniqua is a sociologist,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.019999999999999997
353,Either Josh or Maya are a supervisor,Josh is a supervisor,Maya is a supervisor,"{'entailment': '0.75', 'neutral': '0.17', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}",0.019999999999999976
397,Either Carl or Tessa are a handball player,Carl is a handball player,Tessa is a handball player,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.07'}",0.010000000000000009
431,Either Eugene or Ebony are a mover,Eugene is a mover,Ebony is a mover,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.010000000000000009
360,Either Timmy or Janice are a manager,Timmy is a manager,Janice is a manager,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.04'}",0.010000000000000002
362,Either Sergey or Barbara are an editor,Sergey is an editor,Barbara is an editor,"{'entailment': '0.93', 'neutral': '0.04', 'contradiction': '0.03'}","{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.03'}",0.010000000000000002
21,Either Brent or Maya are a chief,Brent is a chief,Maya is a chief,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.01'}",0.01
7,Either Sam or Maggie are an executive,Sam is an executive,Maggie is an executive,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.05'}",0.009999999999999995
486,Either Thomas or Raven are an employee,Thomas is an employee,Raven is an employee,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.0
95,Either Ron or Martha are a dealer,Ron is a dealer,Martha is a dealer,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.0
86,Either Dale or Ellen are a detective,Dale is a detective,Ellen is a detective,"{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}","{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}",0.0
238,Either DeShawn or Tasha are a chef,DeShawn is a chef,Tasha is a chef,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.0
48,Either Connor or Kathy are a pilot,Connor is a pilot,Kathy is a pilot,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.0
