,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
84,Neither Candace or Juan is a cook,Candace is not a cook,0.828,0.113,0.060,entailment,Juan is not a cook,0.834,0.111,0.055,entailment,0.013,Neither Juan or Candace is a cook,Candace is not a cook,0.753,0.157,0.090,entailment,Juan is not a cook,0.838,0.122,0.040,entailment,0.169,0.149,0.030,0.179
85,Neither Bai or Jim is a secretary,Bai is not a secretary,0.790,0.118,0.092,entailment,Jim is not a secretary,0.787,0.101,0.113,entailment,0.043,Neither Jim or Bai is a secretary,Bai is not a secretary,0.694,0.160,0.147,entailment,Jim is not a secretary,0.864,0.093,0.043,entailment,0.341,0.193,0.155,0.348
86,Neither Katie or Dustin is a director,Katie is not a director,0.894,0.062,0.044,entailment,Dustin is not a director,0.860,0.060,0.080,entailment,0.071,Neither Dustin or Katie is a director,Katie is not a director,0.780,0.100,0.120,entailment,Dustin is not a director,0.928,0.045,0.028,entailment,0.295,0.229,0.135,0.364
87,Neither Monique or Cody is a lawyer,Monique is not a lawyer,0.866,0.082,0.052,entailment,Cody is not a lawyer,0.854,0.092,0.055,entailment,0.024,Neither Cody or Monique is a lawyer,Monique is not a lawyer,0.788,0.100,0.112,entailment,Cody is not a lawyer,0.870,0.096,0.034,entailment,0.163,0.155,0.041,0.196
88,Neither Cathy or Steven is a tennis player,Cathy is not a tennis player,0.858,0.090,0.052,entailment,Steven is not a tennis player,0.888,0.063,0.050,entailment,0.058,Neither Steven or Cathy is a tennis player,Cathy is not a tennis player,0.791,0.121,0.088,entailment,Steven is not a tennis player,0.914,0.061,0.026,entailment,0.246,0.135,0.053,0.187
89,Neither Emily or John is a farmer,Emily is not a farmer,0.881,0.092,0.027,entailment,John is not a farmer,0.757,0.143,0.100,entailment,0.248,Neither John or Emily is a farmer,Emily is not a farmer,0.703,0.169,0.129,entailment,John is not a farmer,0.856,0.117,0.028,entailment,0.305,0.357,0.197,0.554
90,Neither Tuppence or Lamar is a hostess,Tuppence is not a hostess,0.760,0.112,0.127,entailment,Lamar is not a hostess,0.805,0.088,0.107,entailment,0.090,Neither Lamar or Tuppence is a hostess,Tuppence is not a hostess,0.758,0.119,0.123,entailment,Lamar is not a hostess,0.894,0.070,0.035,entailment,0.273,0.013,0.178,0.192
91,Neither Jenny or Ronnie is an economist,Jenny is not an economist,0.851,0.122,0.027,entailment,Ronnie is not an economist,0.796,0.105,0.099,entailment,0.144,Neither Ronnie or Jenny is an economist,Jenny is not an economist,0.776,0.144,0.080,entailment,Ronnie is not an economist,0.876,0.089,0.035,entailment,0.200,0.149,0.160,0.309
92,Neither Dawn or Eddie is a scientist,Dawn is not a scientist,0.858,0.098,0.045,entailment,Eddie is not a scientist,0.861,0.086,0.053,entailment,0.022,Neither Eddie or Dawn is a scientist,Dawn is not a scientist,0.755,0.120,0.125,entailment,Eddie is not a scientist,0.895,0.082,0.023,entailment,0.280,0.206,0.067,0.273
93,Neither Megan or Louis is a cleaner,Megan is not a cleaner,0.889,0.078,0.033,entailment,Louis is not a cleaner,0.810,0.128,0.063,entailment,0.159,Neither Louis or Megan is a cleaner,Megan is not a cleaner,0.724,0.105,0.171,entailment,Louis is not a cleaner,0.864,0.099,0.037,entailment,0.281,0.330,0.110,0.440
94,Neither Ellen or Jorge is an athlete,Ellen is not an athlete,0.923,0.061,0.016,entailment,Jorge is not an athlete,0.826,0.102,0.072,entailment,0.194,Neither Jorge or Ellen is an athlete,Ellen is not an athlete,0.838,0.108,0.054,entailment,Jorge is not an athlete,0.877,0.086,0.037,entailment,0.078,0.171,0.102,0.273
95,Neither Ebony or Cadan is a football player,Ebony is not a football player,0.888,0.059,0.053,entailment,Cadan is not a football player,0.860,0.062,0.078,entailment,0.056,Neither Cadan or Ebony is a football player,Ebony is not a football player,0.888,0.057,0.056,entailment,Cadan is not a football player,0.842,0.074,0.084,entailment,0.091,0.005,0.036,0.041
96,Neither Fabioloa or LeShawn is a security guard,Fabioloa is not a security guard,0.882,0.069,0.049,entailment,LeShawn is not a security guard,0.826,0.076,0.098,entailment,0.112,Neither LeShawn or Fabioloa is a security guard,Fabioloa is not a security guard,0.861,0.069,0.070,entailment,LeShawn is not a security guard,0.901,0.060,0.039,entailment,0.080,0.042,0.151,0.193
97,Neither Maggie or Kevin is a dentist,Maggie is not a dentist,0.871,0.096,0.033,entailment,Kevin is not a dentist,0.773,0.080,0.147,entailment,0.227,Neither Kevin or Maggie is a dentist,Maggie is not a dentist,0.809,0.116,0.075,entailment,Kevin is not a dentist,0.893,0.077,0.030,entailment,0.168,0.125,0.238,0.363
98,Neither Melissa or Steve is a doctor,Melissa is not a doctor,0.870,0.096,0.034,entailment,Steve is not a doctor,0.799,0.112,0.089,entailment,0.143,Neither Steve or Melissa is a doctor,Melissa is not a doctor,0.701,0.139,0.160,entailment,Steve is not a doctor,0.879,0.092,0.029,entailment,0.357,0.339,0.161,0.500
99,Neither Meghan or Terrell is an employment,Meghan is not an employment,0.918,0.071,0.011,entailment,Terrell is not an employment,0.822,0.162,0.016,entailment,0.191,Neither Terrell or Meghan is an employment,Meghan is not an employment,0.856,0.111,0.033,entailment,Terrell is not an employment,0.917,0.073,0.010,entailment,0.124,0.124,0.190,0.314
100,Neither Grace or Jacob is an employment,Grace is not an employment,0.891,0.098,0.012,entailment,Jacob is not an employment,0.826,0.149,0.024,entailment,0.129,Neither Jacob or Grace is an employment,Grace is not an employment,0.782,0.185,0.033,entailment,Jacob is not an employment,0.879,0.111,0.010,entailment,0.195,0.218,0.106,0.324
101,Neither Carla or Denny is a prosecutor,Carla is not a prosecutor,0.805,0.116,0.079,entailment,Denny is not a prosecutor,0.791,0.120,0.089,entailment,0.027,Neither Denny or Carla is a prosecutor,Carla is not a prosecutor,0.694,0.138,0.169,entailment,Denny is not a prosecutor,0.859,0.098,0.043,entailment,0.330,0.222,0.135,0.357
102,Neither Barbara or Juan is an assistant,Barbara is not an assistant,0.834,0.104,0.062,entailment,Juan is not an assistant,0.660,0.134,0.205,entailment,0.348,Neither Juan or Barbara is an assistant,Barbara is not an assistant,0.749,0.139,0.111,entailment,Juan is not an assistant,0.826,0.102,0.071,entailment,0.154,0.170,0.332,0.502
103,Neither Tricia or Chen Wee is a nurse,Tricia is not a nurse,0.802,0.135,0.063,entailment,Chen Wee is not a nurse,0.880,0.069,0.051,entailment,0.155,Neither Chen Wee or Tricia is a nurse,Tricia is not a nurse,0.713,0.117,0.170,entailment,Chen Wee is not a nurse,0.887,0.063,0.051,entailment,0.348,0.215,0.013,0.229
104,Neither Carla or Aaron is an entrepreneur,Carla is not an entrepreneur,0.753,0.134,0.113,entailment,Aaron is not an entrepreneur,0.766,0.100,0.134,entailment,0.067,Neither Aaron or Carla is an entrepreneur,Carla is not an entrepreneur,0.656,0.154,0.191,entailment,Aaron is not an entrepreneur,0.858,0.087,0.054,entailment,0.406,0.196,0.185,0.380
105,Neither Carly or Marquis is an electrician,Carly is not an electrician,0.905,0.075,0.020,entailment,Marquis is not an electrician,0.880,0.072,0.048,entailment,0.054,Neither Marquis or Carly is an electrician,Carly is not an electrician,0.878,0.084,0.038,entailment,Marquis is not an electrician,0.906,0.073,0.020,entailment,0.057,0.054,0.055,0.108
106,Neither Joan or John is a musician,Joan is not a musician,0.811,0.116,0.073,entailment,John is not a musician,0.730,0.127,0.143,entailment,0.163,Neither John or Joan is a musician,Joan is not a musician,0.696,0.152,0.152,entailment,John is not a musician,0.841,0.103,0.056,entailment,0.291,0.231,0.223,0.454
107,Neither Joanne or Vince is a singer,Joanne is not a singer,0.834,0.100,0.067,entailment,Vince is not a singer,0.872,0.076,0.051,entailment,0.077,Neither Vince or Joanne is a singer,Joanne is not a singer,0.705,0.122,0.173,entailment,Vince is not a singer,0.925,0.059,0.016,entailment,0.441,0.257,0.106,0.363
108,Neither Molly or Laquan is a dancer,Molly is not a dancer,0.812,0.132,0.057,entailment,Laquan is not a dancer,0.722,0.136,0.142,entailment,0.178,Neither Laquan or Molly is a dancer,Molly is not a dancer,0.814,0.130,0.056,entailment,Laquan is not a dancer,0.781,0.139,0.080,entailment,0.066,0.005,0.124,0.129
109,Neither Raven or Sidney is a police officer,Raven is not a police officer,0.888,0.075,0.037,entailment,Sidney is not a police officer,0.843,0.090,0.067,entailment,0.089,Neither Sidney or Raven is a police officer,Raven is not a police officer,0.814,0.093,0.093,entailment,Sidney is not a police officer,0.894,0.067,0.039,entailment,0.159,0.147,0.100,0.248
110,Neither Kassidy or Bill is a hairdresser,Kassidy is not a hairdresser,0.906,0.062,0.032,entailment,Bill is not a hairdresser,0.810,0.091,0.099,entailment,0.191,Neither Bill or Kassidy is a hairdresser,Kassidy is not a hairdresser,0.839,0.081,0.080,entailment,Bill is not a hairdresser,0.850,0.094,0.057,entailment,0.047,0.135,0.085,0.219
111,Neither Tricia or Tom is an academic,Tricia is not an academic,0.802,0.130,0.068,entailment,Tom is not an academic,0.797,0.125,0.078,entailment,0.020,Neither Tom or Tricia is an academic,Tricia is not an academic,0.712,0.179,0.109,entailment,Tom is not an academic,0.855,0.102,0.042,entailment,0.286,0.180,0.117,0.296
112,Neither Shevon or Tyrone is a chemist,Shevon is not a chemist,0.881,0.077,0.042,entailment,Tyrone is not a chemist,0.863,0.074,0.063,entailment,0.043,Neither Tyrone or Shevon is a chemist,Shevon is not a chemist,0.820,0.075,0.104,entailment,Tyrone is not a chemist,0.866,0.091,0.043,entailment,0.122,0.125,0.040,0.165
113,Neither Shevon or Denny is a receptionist,Shevon is not a receptionist,0.925,0.041,0.034,entailment,Denny is not a receptionist,0.864,0.052,0.084,entailment,0.122,Neither Denny or Shevon is a receptionist,Shevon is not a receptionist,0.841,0.053,0.106,entailment,Denny is not a receptionist,0.892,0.052,0.057,entailment,0.101,0.168,0.055,0.223
114,Neither Fabioloa or LeShawn is a handyman,Fabioloa is not a handyman,0.821,0.125,0.054,entailment,LeShawn is not a handyman,0.782,0.134,0.085,entailment,0.079,Neither LeShawn or Fabioloa is a handyman,Fabioloa is not a handyman,0.836,0.103,0.060,entailment,LeShawn is not a handyman,0.813,0.132,0.056,entailment,0.057,0.043,0.062,0.105
115,Neither Susan or Jimmy is a cleric,Susan is not a cleric,0.877,0.088,0.035,entailment,Jimmy is not a cleric,0.802,0.090,0.108,entailment,0.150,Neither Jimmy or Susan is a cleric,Susan is not a cleric,0.724,0.127,0.149,entailment,Jimmy is not a cleric,0.899,0.075,0.027,entailment,0.349,0.306,0.193,0.499
116,Neither Shelly or Manuel is a chemist,Shelly is not a chemist,0.817,0.102,0.082,entailment,Manuel is not a chemist,0.857,0.084,0.058,entailment,0.081,Neither Manuel or Shelly is a chemist,Shelly is not a chemist,0.657,0.118,0.225,entailment,Manuel is not a chemist,0.894,0.079,0.027,entailment,0.474,0.320,0.073,0.393
117,Neither Shiloh or Scott is an astronomer,Shiloh is not an astronomer,0.787,0.126,0.087,entailment,Scott is not an astronomer,0.783,0.125,0.092,entailment,0.010,Neither Scott or Shiloh is an astronomer,Shiloh is not an astronomer,0.746,0.131,0.123,entailment,Scott is not an astronomer,0.829,0.110,0.061,entailment,0.166,0.083,0.092,0.175
118,Neither Molly or Sam is an umpire,Molly is not an umpire,0.900,0.086,0.014,entailment,Sam is not an umpire,0.810,0.110,0.080,entailment,0.181,Neither Sam or Molly is an umpire,Molly is not an umpire,0.810,0.147,0.043,entailment,Sam is not an umpire,0.913,0.071,0.016,entailment,0.206,0.180,0.206,0.387
119,Neither Greta or Eddie is a cook,Greta is not a cook,0.854,0.107,0.039,entailment,Eddie is not a cook,0.887,0.091,0.021,entailment,0.067,Neither Eddie or Greta is a cook,Greta is not a cook,0.813,0.115,0.073,entailment,Eddie is not a cook,0.903,0.082,0.015,entailment,0.181,0.082,0.031,0.114
120,Neither Candy or Fred is a pharmacist,Candy is not a pharmacist,0.877,0.085,0.038,entailment,Fred is not a pharmacist,0.732,0.095,0.174,entailment,0.291,Neither Fred or Candy is a pharmacist,Candy is not a pharmacist,0.807,0.129,0.064,entailment,Fred is not a pharmacist,0.863,0.099,0.038,entailment,0.113,0.141,0.271,0.412
121,Neither Joanne or Kevin is a gambler,Joanne is not a gambler,0.834,0.136,0.030,entailment,Kevin is not a gambler,0.760,0.161,0.080,entailment,0.149,Neither Kevin or Joanne is a gambler,Joanne is not a gambler,0.708,0.207,0.086,entailment,Kevin is not a gambler,0.834,0.142,0.024,entailment,0.252,0.253,0.148,0.401
122,Neither Kathy or Sidney is a security guard,Kathy is not a security guard,0.898,0.077,0.025,entailment,Sidney is not a security guard,0.901,0.075,0.025,entailment,0.005,Neither Sidney or Kathy is a security guard,Kathy is not a security guard,0.862,0.083,0.055,entailment,Sidney is not a security guard,0.932,0.056,0.012,entailment,0.140,0.071,0.063,0.134
123,Neither Katherine or Jones is a doctor,Katherine is not a doctor,0.823,0.142,0.034,entailment,Jones is not a doctor,0.722,0.183,0.095,entailment,0.203,Neither Jones or Katherine is a doctor,Katherine is not a doctor,0.744,0.137,0.119,entailment,Jones is not a doctor,0.812,0.144,0.044,entailment,0.151,0.169,0.180,0.350
124,Neither Camille or Tyrone is an administrator,Camille is not an administrator,0.894,0.076,0.030,entailment,Tyrone is not an administrator,0.871,0.087,0.042,entailment,0.045,Neither Tyrone or Camille is an administrator,Camille is not an administrator,0.767,0.123,0.110,entailment,Tyrone is not an administrator,0.915,0.071,0.014,entailment,0.296,0.254,0.087,0.341
125,Neither Ruby or Chan is a designer,Ruby is not a designer,0.818,0.129,0.053,entailment,Chan is not a designer,0.740,0.129,0.132,entailment,0.158,Neither Chan or Ruby is a designer,Ruby is not a designer,0.764,0.148,0.088,entailment,Chan is not a designer,0.829,0.101,0.071,entailment,0.130,0.108,0.178,0.286
126,Neither Anita or James is a receptionist,Anita is not a receptionist,0.925,0.049,0.026,entailment,James is not a receptionist,0.871,0.064,0.065,entailment,0.107,Neither James or Anita is a receptionist,Anita is not a receptionist,0.774,0.091,0.135,entailment,James is not a receptionist,0.933,0.049,0.018,entailment,0.318,0.302,0.123,0.425
127,Neither Katherine or Steve is a groom,Katherine is not a groom,0.902,0.080,0.018,entailment,Steve is not a groom,0.851,0.104,0.044,entailment,0.100,Neither Steve or Katherine is a groom,Katherine is not a groom,0.786,0.112,0.102,entailment,Steve is not a groom,0.918,0.069,0.013,entailment,0.263,0.230,0.133,0.364
128,Neither Anna or Aaron is a pensioner,Anna is not a pensioner,0.767,0.098,0.135,entailment,Aaron is not a pensioner,0.663,0.111,0.227,entailment,0.208,Neither Aaron or Anna is a pensioner,Anna is not a pensioner,0.597,0.121,0.282,entailment,Aaron is not a pensioner,0.822,0.085,0.094,entailment,0.450,0.341,0.318,0.658
129,Neither Candice or Miguel is an editor,Candice is not an editor,0.811,0.089,0.100,entailment,Miguel is not an editor,0.865,0.076,0.058,entailment,0.110,Neither Miguel or Candice is an editor,Candice is not an editor,0.752,0.123,0.125,entailment,Miguel is not an editor,0.895,0.071,0.034,entailment,0.285,0.117,0.058,0.176
130,Neither Jenny or Jim is a builder,Jenny is not a builder,0.882,0.106,0.012,entailment,Jim is not a builder,0.832,0.104,0.065,entailment,0.106,Neither Jim or Jenny is a builder,Jenny is not a builder,0.805,0.163,0.031,entailment,Jim is not a builder,0.920,0.073,0.007,entailment,0.230,0.154,0.177,0.331
131,Neither Tina or Shane is an accountant,Tina is not an accountant,0.804,0.139,0.056,entailment,Shane is not an accountant,0.831,0.108,0.061,entailment,0.063,Neither Shane or Tina is an accountant,Tina is not an accountant,0.708,0.161,0.130,entailment,Shane is not an accountant,0.888,0.085,0.028,entailment,0.358,0.192,0.112,0.304
132,Neither Joanne or Carlos is a handyman,Joanne is not a handyman,0.805,0.145,0.050,entailment,Carlos is not a handyman,0.784,0.164,0.052,entailment,0.042,Neither Carlos or Joanne is a handyman,Joanne is not a handyman,0.725,0.170,0.104,entailment,Carlos is not a handyman,0.828,0.140,0.032,entailment,0.204,0.160,0.086,0.246
133,Neither Tuppence or Dustin is a drawer,Tuppence is not a drawer,0.829,0.120,0.051,entailment,Dustin is not a drawer,0.830,0.111,0.059,entailment,0.017,Neither Dustin or Tuppence is a drawer,Tuppence is not a drawer,0.831,0.115,0.054,entailment,Dustin is not a drawer,0.870,0.095,0.035,entailment,0.077,0.009,0.080,0.089
134,Neither Sara or Chan is a researcher,Sara is not a researcher,0.845,0.097,0.058,entailment,Chan is not a researcher,0.693,0.142,0.166,entailment,0.305,Neither Chan or Sara is a researcher,Sara is not a researcher,0.812,0.101,0.087,entailment,Chan is not a researcher,0.766,0.124,0.110,entailment,0.092,0.066,0.147,0.213
135,Neither Brittany or Joe is a banker,Brittany is not a banker,0.902,0.075,0.022,entailment,Joe is not a banker,0.829,0.089,0.082,entailment,0.147,Neither Joe or Brittany is a banker,Brittany is not a banker,0.813,0.130,0.057,entailment,Joe is not a banker,0.898,0.081,0.021,entailment,0.169,0.178,0.139,0.316
136,Neither Marianne or Eddie is a fireman,Marianne is not a fireman,0.897,0.074,0.029,entailment,Eddie is not a fireman,0.835,0.113,0.052,entailment,0.124,Neither Eddie or Marianne is a fireman,Marianne is not a fireman,0.874,0.073,0.053,entailment,Eddie is not a fireman,0.888,0.087,0.025,entailment,0.055,0.048,0.106,0.154
137,Neither Megan or Thomas is a pilot,Megan is not a pilot,0.879,0.082,0.039,entailment,Thomas is not a pilot,0.812,0.109,0.079,entailment,0.135,Neither Thomas or Megan is a pilot,Megan is not a pilot,0.739,0.117,0.143,entailment,Thomas is not a pilot,0.901,0.074,0.025,entailment,0.322,0.280,0.177,0.457
