,prem,hypo1,hypo2,score1,score2,diff
135,Either Shaquille or Celia are a hairdresser,Shaquille is a hairdresser,Celia is a hairdresser,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.04000000000000001
82,Either Cadan or Jessica's are a dentist,Cadan is a dentist,Jessica's is a dentist,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.039999999999999994
390,Either Nell or Jenny are a janitor,Nell is a janitor,Jenny is a janitor,"{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.05'}","{'entailment': '0.73', 'neutral': '0.20', 'contradiction': '0.07'}",0.039999999999999994
4,Either Billy or Melissa are a performing artist,Billy is a performing artist,Melissa is a performing artist,"{'entailment': '0.63', 'neutral': '0.24', 'contradiction': '0.13'}","{'entailment': '0.62', 'neutral': '0.23', 'contradiction': '0.15'}",0.03999999999999998
303,Either Greg or Judy are a cleaner,Greg is a cleaner,Judy is a cleaner,"{'entailment': '0.27', 'neutral': '0.64', 'contradiction': '0.09'}","{'entailment': '0.29', 'neutral': '0.63', 'contradiction': '0.08'}",0.039999999999999966
349,Either Alexander or Beyonce are an artist,Alexander is an artist,Beyonce is an artist,"{'entailment': '0.69', 'neutral': '0.24', 'contradiction': '0.07'}","{'entailment': '0.67', 'neutral': '0.24', 'contradiction': '0.09'}",0.0399999999999999
248,Either Mitchell or Precious are a cook,Mitchell is a cook,Precious is a cook,"{'entailment': '0.75', 'neutral': '0.19', 'contradiction': '0.06'}","{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.07'}",0.030000000000000027
71,Either Lawrence or Marianne are a servant,Lawrence is a servant,Marianne is a servant,"{'entailment': '0.71', 'neutral': '0.20', 'contradiction': '0.10'}","{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.09'}",0.030000000000000027
331,Either Joe or Claire are an airman,Joe is an airman,Claire is an airman,"{'entailment': '0.44', 'neutral': '0.48', 'contradiction': '0.07'}","{'entailment': '0.43', 'neutral': '0.50', 'contradiction': '0.07'}",0.030000000000000027
142,Either A'deem or Brenda are a chief,A'deem is a chief,Brenda is a chief,"{'entailment': '0.63', 'neutral': '0.24', 'contradiction': '0.13'}","{'entailment': '0.64', 'neutral': '0.25', 'contradiction': '0.12'}",0.030000000000000027
235,Either Lloyd or Claire are a psychologist,Lloyd is a psychologist,Claire is a psychologist,"{'entailment': '0.62', 'neutral': '0.33', 'contradiction': '0.05'}","{'entailment': '0.61', 'neutral': '0.34', 'contradiction': '0.04'}",0.03000000000000002
490,Either Brayden or Priya are a chess player,Brayden is a chess player,Priya is a chess player,"{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.05'}",0.030000000000000013
230,Either Michael or Kelly are a musician,Michael is a musician,Kelly is a musician,"{'entailment': '0.49', 'neutral': '0.41', 'contradiction': '0.10'}","{'entailment': '0.48', 'neutral': '0.42', 'contradiction': '0.11'}",0.030000000000000013
280,Either Scott or Nina are a chess player,Scott is a chess player,Nina is a chess player,"{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.030000000000000006
433,Either Amhad or Raven are a nurse,Amhad is a nurse,Raven is a nurse,"{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}",0.030000000000000006
480,Either Andrew or Shaniqua are an employee,Andrew is an employee,Shaniqua is an employee,"{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.03
122,Either Ryan or Candice are a groom,Ryan is a groom,Candice is a groom,"{'entailment': '0.68', 'neutral': '0.22', 'contradiction': '0.10'}","{'entailment': '0.67', 'neutral': '0.24', 'contradiction': '0.10'}",0.03
494,Either Martin or Tricia are a medical student,Martin is a medical student,Tricia is a medical student,"{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.04'}","{'entailment': '0.75', 'neutral': '0.21', 'contradiction': '0.04'}",0.03
468,Either Jafari or Juliette are a manager,Jafari is a manager,Juliette is a manager,"{'entailment': '0.70', 'neutral': '0.21', 'contradiction': '0.10'}","{'entailment': '0.69', 'neutral': '0.20', 'contradiction': '0.11'}",0.029999999999999985
35,Either Mark or Claire are a hostess,Mark is a hostess,Claire is a hostess,"{'entailment': '0.46', 'neutral': '0.33', 'contradiction': '0.20'}","{'entailment': '0.48', 'neutral': '0.33', 'contradiction': '0.19'}",0.02999999999999997
396,Either Drew or Ellen are a builder,Drew is a builder,Ellen is a builder,"{'entailment': '0.49', 'neutral': '0.40', 'contradiction': '0.11'}","{'entailment': '0.48', 'neutral': '0.41', 'contradiction': '0.10'}",0.029999999999999957
58,Either Chen Wee or Amy are a dentist,Chen Wee is a dentist,Amy is a dentist,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.020000000000000018
306,Either Richard or Rachel are a mover,Richard is a mover,Rachel is a mover,"{'entailment': '0.13', 'neutral': '0.77', 'contradiction': '0.10'}","{'entailment': '0.13', 'neutral': '0.78', 'contradiction': '0.09'}",0.020000000000000018
52,Either Sudeep or Beth are a janitor,Sudeep is a janitor,Beth is a janitor,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.020000000000000018
260,Either Ramirez or Jessica's are an attourney,Ramirez is an attourney,Jessica's is an attourney,"{'entailment': '0.30', 'neutral': '0.60', 'contradiction': '0.10'}","{'entailment': '0.31', 'neutral': '0.60', 'contradiction': '0.09'}",0.020000000000000018
161,Either Silas or Shiloh are a psychologist,Silas is a psychologist,Shiloh is a psychologist,"{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.02000000000000001
136,Either Perth or Yolanda are a guard,Perth is a guard,Yolanda is a guard,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.02000000000000001
120,Either DeAndre or Ebony are a laborer,DeAndre is a laborer,Ebony is a laborer,"{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}","{'entailment': '0.72', 'neutral': '0.23', 'contradiction': '0.05'}",0.020000000000000004
473,Either Drew or Candice are a groom,Drew is a groom,Candice is a groom,"{'entailment': '0.70', 'neutral': '0.22', 'contradiction': '0.08'}","{'entailment': '0.70', 'neutral': '0.21', 'contradiction': '0.09'}",0.020000000000000004
287,Either Brad or Amy are a builder,Brad is a builder,Amy is a builder,"{'entailment': '0.56', 'neutral': '0.37', 'contradiction': '0.07'}","{'entailment': '0.55', 'neutral': '0.37', 'contradiction': '0.08'}",0.020000000000000004
3,Either Stewart or Shelly are a magician,Stewart is a magician,Shelly is a magician,"{'entailment': '0.58', 'neutral': '0.35', 'contradiction': '0.07'}","{'entailment': '0.59', 'neutral': '0.35', 'contradiction': '0.07'}",0.010000000000000009
259,Either Tyresse or Sue are a janitor,Tyresse is a janitor,Sue is a janitor,"{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.0
