,prem,hypo1,hypo2,score1,score2,diff1,prem-rev,hypo3,hypo4,score3,score4,diff2
59,Either Melissa or LeShawn is a butler,Melissa is a butler,LeShawn is a butler,"{'entailment': '0.38', 'neutral': '0.54', 'contradiction': '0.09'}","{'entailment': '0.49', 'neutral': '0.42', 'contradiction': '0.09'}",0.23000000000000004,Either LeShawn or Melissa is a butler,Melissa is a butler,LeShawn is a butler,"{'entailment': '0.63', 'neutral': '0.31', 'contradiction': '0.06'}","{'entailment': '0.32', 'neutral': '0.52', 'contradiction': '0.15'}",0.61
60,Either Kathy or Carl is a hostess,Kathy is a hostess,Carl is a hostess,"{'entailment': '0.65', 'neutral': '0.23', 'contradiction': '0.12'}","{'entailment': '0.44', 'neutral': '0.25', 'contradiction': '0.30'}",0.41000000000000003,Either Carl or Kathy is a hostess,Kathy is a hostess,Carl is a hostess,"{'entailment': '0.53', 'neutral': '0.27', 'contradiction': '0.20'}","{'entailment': '0.45', 'neutral': '0.27', 'contradiction': '0.28'}",0.16000000000000003
61,Either Craig or Sudeep is a performing artist,Craig is a performing artist,Sudeep is a performing artist,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}",0.10000000000000002,Either Sudeep or Craig is a performing artist,Craig is a performing artist,Sudeep is a performing artist,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.04'}",0.09000000000000004
62,Either Olga or Carlos is a hairdresser,Olga is a hairdresser,Carlos is a hairdresser,"{'entailment': '0.84', 'neutral': '0.14', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}",0.14000000000000004,Either Carlos or Olga is a hairdresser,Olga is a hairdresser,Carlos is a hairdresser,"{'entailment': '0.85', 'neutral': '0.13', 'contradiction': '0.02'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.08'}",0.13999999999999996
63,Either Janice or Jose is an auditor,Janice is an auditor,Jose is an auditor,"{'entailment': '0.65', 'neutral': '0.30', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.07'}",0.29000000000000004,Either Jose or Janice is an auditor,Janice is an auditor,Jose is an auditor,"{'entailment': '0.68', 'neutral': '0.24', 'contradiction': '0.08'}","{'entailment': '0.62', 'neutral': '0.26', 'contradiction': '0.12'}",0.12000000000000006
64,Either Judy or Denny is a guard,Judy is a guard,Denny is a guard,"{'entailment': '0.69', 'neutral': '0.22', 'contradiction': '0.09'}","{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.04'}",0.22000000000000008,Either Denny or Judy is a guard,Judy is a guard,Denny is a guard,"{'entailment': '0.50', 'neutral': '0.39', 'contradiction': '0.10'}","{'entailment': '0.75', 'neutral': '0.20', 'contradiction': '0.05'}",0.49
65,Either Priya or Edward is a sociologist,Priya is a sociologist,Edward is a sociologist,"{'entailment': '0.55', 'neutral': '0.37', 'contradiction': '0.09'}","{'entailment': '0.57', 'neutral': '0.30', 'contradiction': '0.13'}",0.12999999999999992,Either Edward or Priya is a sociologist,Priya is a sociologist,Edward is a sociologist,"{'entailment': '0.47', 'neutral': '0.40', 'contradiction': '0.13'}","{'entailment': '0.38', 'neutral': '0.43', 'contradiction': '0.19'}",0.17999999999999994
66,Either Greta or Raymond is an aeronautical engineer,Greta is an aeronautical engineer,Raymond is an aeronautical engineer,"{'entailment': '0.54', 'neutral': '0.41', 'contradiction': '0.05'}","{'entailment': '0.69', 'neutral': '0.23', 'contradiction': '0.08'}",0.3599999999999999,Either Raymond or Greta is an aeronautical engineer,Greta is an aeronautical engineer,Raymond is an aeronautical engineer,"{'entailment': '0.60', 'neutral': '0.36', 'contradiction': '0.04'}","{'entailment': '0.57', 'neutral': '0.30', 'contradiction': '0.13'}",0.18000000000000002
67,Either Juliette or Chan is a landlord,Juliette is a landlord,Chan is a landlord,"{'entailment': '0.45', 'neutral': '0.43', 'contradiction': '0.12'}","{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.05'}",0.65,Either Chan or Juliette is a landlord,Juliette is a landlord,Chan is a landlord,"{'entailment': '0.56', 'neutral': '0.33', 'contradiction': '0.12'}","{'entailment': '0.68', 'neutral': '0.25', 'contradiction': '0.07'}",0.25
68,Either Raven or Marcus is a guard,Raven is a guard,Marcus is a guard,"{'entailment': '0.77', 'neutral': '0.20', 'contradiction': '0.03'}","{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.04'}",0.05000000000000001,Either Marcus or Raven is a guard,Raven is a guard,Marcus is a guard,"{'entailment': '0.72', 'neutral': '0.25', 'contradiction': '0.03'}","{'entailment': '0.61', 'neutral': '0.31', 'contradiction': '0.08'}",0.21999999999999997
69,Either Naomi or Steve is a mathematician,Naomi is a mathematician,Steve is a mathematician,"{'entailment': '0.43', 'neutral': '0.49', 'contradiction': '0.08'}","{'entailment': '0.58', 'neutral': '0.31', 'contradiction': '0.11'}",0.36,Either Steve or Naomi is a mathematician,Naomi is a mathematician,Steve is a mathematician,"{'entailment': '0.40', 'neutral': '0.52', 'contradiction': '0.08'}","{'entailment': '0.61', 'neutral': '0.31', 'contradiction': '0.09'}",0.43
70,Either Janice or Val is an academic,Janice is an academic,Val is an academic,"{'entailment': '0.58', 'neutral': '0.37', 'contradiction': '0.05'}","{'entailment': '0.53', 'neutral': '0.40', 'contradiction': '0.07'}",0.09999999999999996,Either Val or Janice is an academic,Janice is an academic,Val is an academic,"{'entailment': '0.53', 'neutral': '0.42', 'contradiction': '0.05'}","{'entailment': '0.62', 'neutral': '0.32', 'contradiction': '0.06'}",0.19999999999999996
71,Either Candy or Juan is a radiologist,Candy is a radiologist,Juan is a radiologist,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.05'}","{'entailment': '0.85', 'neutral': '0.07', 'contradiction': '0.08'}",0.20999999999999996,Either Juan or Candy is a radiologist,Candy is a radiologist,Juan is a radiologist,"{'entailment': '0.68', 'neutral': '0.24', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.11', 'contradiction': '0.14'}",0.25999999999999995
72,Either Lara or Jake is a farmer,Lara is a farmer,Jake is a farmer,"{'entailment': '0.65', 'neutral': '0.29', 'contradiction': '0.06'}","{'entailment': '0.58', 'neutral': '0.29', 'contradiction': '0.14'}",0.15000000000000008,Either Jake or Lara is a farmer,Lara is a farmer,Jake is a farmer,"{'entailment': '0.55', 'neutral': '0.39', 'contradiction': '0.07'}","{'entailment': '0.35', 'neutral': '0.43', 'contradiction': '0.22'}",0.39
73,Either Nia or Jaleel is a musician,Nia is a musician,Jaleel is a musician,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.03'}",0.13000000000000006,Either Jaleel or Nia is a musician,Nia is a musician,Jaleel is a musician,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}",0.049999999999999906
74,Either Abigail or D'quan is an office worker,Abigail is an office worker,D'quan is an office worker,"{'entailment': '0.70', 'neutral': '0.26', 'contradiction': '0.03'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}",0.31000000000000005,Either D'quan or Abigail is an office worker,Abigail is an office worker,D'quan is an office worker,"{'entailment': '0.75', 'neutral': '0.22', 'contradiction': '0.02'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.11000000000000003
75,Either Sara or LeBron is a counselor,Sara is a counselor,LeBron is a counselor,"{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}",0.2000000000000001,Either LeBron or Sara is a counselor,Sara is a counselor,LeBron is a counselor,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.11'}",0.25
76,Either Beth or Edward is a chess player,Beth is a chess player,Edward is a chess player,"{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.03'}",0.13999999999999996,Either Edward or Beth is a chess player,Beth is a chess player,Edward is a chess player,"{'entailment': '0.65', 'neutral': '0.26', 'contradiction': '0.09'}","{'entailment': '0.72', 'neutral': '0.21', 'contradiction': '0.07'}",0.13999999999999996
77,Either Kia or Jaleel is a bartender,Kia is a bartender,Jaleel is a bartender,"{'entailment': '0.89', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.09000000000000004,Either Jaleel or Kia is a bartender,Kia is a bartender,Jaleel is a bartender,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}",0.020000000000000018
78,Either Ruby or Jamel is a mathematician,Ruby is a mathematician,Jamel is a mathematician,"{'entailment': '0.74', 'neutral': '0.23', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.01'}",0.18,Either Jamel or Ruby is a mathematician,Ruby is a mathematician,Jamel is a mathematician,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}","{'entailment': '0.84', 'neutral': '0.15', 'contradiction': '0.01'}",0.02000000000000001
79,Either Ellen or Dylan is an actor,Ellen is an actor,Dylan is an actor,"{'entailment': '0.53', 'neutral': '0.31', 'contradiction': '0.16'}","{'entailment': '0.58', 'neutral': '0.26', 'contradiction': '0.16'}",0.09999999999999992,Either Dylan or Ellen is an actor,Ellen is an actor,Dylan is an actor,"{'entailment': '0.51', 'neutral': '0.29', 'contradiction': '0.20'}","{'entailment': '0.68', 'neutral': '0.23', 'contradiction': '0.09'}",0.34
80,Either Carrie or Jamel is a diplomat,Carrie is a diplomat,Jamel is a diplomat,"{'entailment': '0.67', 'neutral': '0.28', 'contradiction': '0.06'}","{'entailment': '0.75', 'neutral': '0.20', 'contradiction': '0.05'}",0.16999999999999998,Either Jamel or Carrie is a diplomat,Carrie is a diplomat,Jamel is a diplomat,"{'entailment': '0.69', 'neutral': '0.22', 'contradiction': '0.09'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}",0.2400000000000001
81,Either Yolanda or Tom is a clerk,Yolanda is a clerk,Tom is a clerk,"{'entailment': '0.80', 'neutral': '0.17', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}",0.18,Either Tom or Yolanda is a clerk,Yolanda is a clerk,Tom is a clerk,"{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.08'}",0.06999999999999998
82,Either Shelly or Won Lee is a salesperson,Shelly is a salesperson,Won Lee is a salesperson,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.03'}","{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}",0.19000000000000009,Either Won Lee or Shelly is a salesperson,Shelly is a salesperson,Won Lee is a salesperson,"{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}","{'entailment': '0.95', 'neutral': '0.04', 'contradiction': '0.01'}",0.21999999999999997
83,Either Precious or Ronnie is a guard,Precious is a guard,Ronnie is a guard,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.10'}",0.13999999999999996,Either Ronnie or Precious is a guard,Precious is a guard,Ronnie is a guard,"{'entailment': '0.77', 'neutral': '0.16', 'contradiction': '0.07'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.08'}",0.020000000000000004
84,Either Kia or Terrance is a tennis player,Kia is a tennis player,Terrance is a tennis player,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.05000000000000002,Either Terrance or Kia is a tennis player,Kia is a tennis player,Terrance is a tennis player,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}",0.060000000000000026
85,Either Kassandra or Edward is a tailor,Kassandra is a tailor,Edward is a tailor,"{'entailment': '0.77', 'neutral': '0.20', 'contradiction': '0.03'}","{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.05'}",0.04000000000000002,Either Edward or Kassandra is a tailor,Kassandra is a tailor,Edward is a tailor,"{'entailment': '0.64', 'neutral': '0.31', 'contradiction': '0.05'}","{'entailment': '0.45', 'neutral': '0.44', 'contradiction': '0.11'}",0.38
86,Either Cindy or Robert is a broker,Cindy is a broker,Robert is a broker,"{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}","{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}",0.14000000000000004,Either Robert or Cindy is a broker,Cindy is a broker,Robert is a broker,"{'entailment': '0.63', 'neutral': '0.30', 'contradiction': '0.07'}","{'entailment': '0.64', 'neutral': '0.24', 'contradiction': '0.12'}",0.12
87,Either Tuppence or Shane is a politician,Tuppence is a politician,Shane is a politician,"{'entailment': '0.59', 'neutral': '0.37', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.21', 'contradiction': '0.03'}",0.3500000000000001,Either Shane or Tuppence is a politician,Tuppence is a politician,Shane is a politician,"{'entailment': '0.81', 'neutral': '0.17', 'contradiction': '0.02'}","{'entailment': '0.75', 'neutral': '0.20', 'contradiction': '0.05'}",0.12000000000000005
88,Either Joan or John is a pianist,Joan is a pianist,John is a pianist,"{'entailment': '0.63', 'neutral': '0.31', 'contradiction': '0.06'}","{'entailment': '0.35', 'neutral': '0.51', 'contradiction': '0.15'}",0.5700000000000001,Either John or Joan is a pianist,Joan is a pianist,John is a pianist,"{'entailment': '0.62', 'neutral': '0.31', 'contradiction': '0.06'}","{'entailment': '0.43', 'neutral': '0.43', 'contradiction': '0.13'}",0.38
89,Either Jenna or Tyresse is a counselor,Jenna is a counselor,Tyresse is a counselor,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}",0.24,Either Tyresse or Jenna is a counselor,Jenna is a counselor,Tyresse is a counselor,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.03'}",0.08000000000000003
90,Either Priya or Jesus is a theologian,Priya is a theologian,Jesus is a theologian,"{'entailment': '0.51', 'neutral': '0.38', 'contradiction': '0.11'}","{'entailment': '0.23', 'neutral': '0.60', 'contradiction': '0.17'}",0.56,Either Jesus or Priya is a theologian,Priya is a theologian,Jesus is a theologian,"{'entailment': '0.42', 'neutral': '0.47', 'contradiction': '0.11'}","{'entailment': '0.19', 'neutral': '0.68', 'contradiction': '0.13'}",0.4600000000000001
91,Either Olga or Rajeev is a laborer,Olga is a laborer,Rajeev is a laborer,"{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.16000000000000006,Either Rajeev or Olga is a laborer,Olga is a laborer,Rajeev is a laborer,"{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.11999999999999994
92,Either Nina or Chan is an office worker,Nina is an office worker,Chan is an office worker,"{'entailment': '0.75', 'neutral': '0.22', 'contradiction': '0.03'}","{'entailment': '0.66', 'neutral': '0.27', 'contradiction': '0.07'}",0.18,Either Chan or Nina is an office worker,Nina is an office worker,Chan is an office worker,"{'entailment': '0.77', 'neutral': '0.21', 'contradiction': '0.02'}","{'entailment': '0.72', 'neutral': '0.23', 'contradiction': '0.05'}",0.10000000000000006
93,Either Emily or Won Lee is a musician,Emily is a musician,Won Lee is a musician,"{'entailment': '0.45', 'neutral': '0.42', 'contradiction': '0.13'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.6600000000000001,Either Won Lee or Emily is a musician,Emily is a musician,Won Lee is a musician,"{'entailment': '0.48', 'neutral': '0.39', 'contradiction': '0.13'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.76
94,Either Maggie or Andrew is a bartender,Maggie is a bartender,Andrew is a bartender,"{'entailment': '0.67', 'neutral': '0.23', 'contradiction': '0.10'}","{'entailment': '0.68', 'neutral': '0.24', 'contradiction': '0.09'}",0.03,Either Andrew or Maggie is a bartender,Maggie is a bartender,Andrew is a bartender,"{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}","{'entailment': '0.60', 'neutral': '0.27', 'contradiction': '0.14'}",0.23
95,Either Anna or Terrell is a hairdresser,Anna is a hairdresser,Terrell is a hairdresser,"{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}","{'entailment': '0.72', 'neutral': '0.22', 'contradiction': '0.06'}",0.24,Either Terrell or Anna is a hairdresser,Anna is a hairdresser,Terrell is a hairdresser,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.75', 'neutral': '0.19', 'contradiction': '0.06'}",0.36000000000000004
