,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
85,Either Hunter or Chen Lang is a pensioner,Hunter is a pensioner,0.638,0.311,0.052,entailment,Chen Lang is a pensioner,0.829,0.129,0.041,entailment,0.383,Either Chen Lang or Hunter is a pensioner,Hunter is a pensioner,0.695,0.263,0.042,entailment,Chen Lang is a pensioner,0.856,0.110,0.034,entailment,0.322,0.114,0.053,0.167
86,Either Brown or Jamel is a mechanic,Brown is a mechanic,0.605,0.357,0.039,entailment,Jamel is a mechanic,0.821,0.153,0.026,entailment,0.433,Either Jamel or Brown is a mechanic,Brown is a mechanic,0.562,0.384,0.054,entailment,Jamel is a mechanic,0.860,0.120,0.020,entailment,0.595,0.085,0.077,0.162
87,Either Molly or Wright is a theologian,Molly is a theologian,0.486,0.428,0.087,entailment,Wright is a theologian,0.618,0.269,0.113,entailment,0.318,Either Wright or Molly is a theologian,Molly is a theologian,0.606,0.317,0.077,entailment,Wright is a theologian,0.578,0.299,0.122,entailment,0.091,0.241,0.079,0.320
88,Either Greuze or Trevon is an architect,Greuze is an architect,0.849,0.085,0.066,entailment,Trevon is an architect,0.867,0.105,0.028,entailment,0.076,Either Trevon or Greuze is an architect,Greuze is an architect,0.830,0.097,0.072,entailment,Trevon is an architect,0.878,0.096,0.026,entailment,0.095,0.036,0.021,0.058
89,Either Greuze or Wong Chang is a driver,Greuze is a driver,0.675,0.272,0.053,entailment,Wong Chang is a driver,0.904,0.079,0.017,entailment,0.458,Either Wong Chang or Greuze is a driver,Greuze is a driver,0.736,0.224,0.041,entailment,Wong Chang is a driver,0.838,0.128,0.034,entailment,0.205,0.121,0.131,0.253
90,Either Hunter or Li is a linguist,Hunter is a linguist,0.730,0.211,0.059,entailment,Li is a linguist,0.754,0.173,0.073,entailment,0.077,Either Li or Hunter is a linguist,Hunter is a linguist,0.816,0.155,0.029,entailment,Li is a linguist,0.733,0.168,0.099,entailment,0.166,0.172,0.052,0.224
91,Either Greuze or Gary is a linguist,Greuze is a linguist,0.716,0.198,0.086,entailment,Gary is a linguist,0.854,0.104,0.042,entailment,0.275,Either Gary or Greuze is a linguist,Greuze is a linguist,0.766,0.188,0.047,entailment,Gary is a linguist,0.607,0.253,0.140,entailment,0.319,0.099,0.494,0.594
92,Either Craig or Ragesh is an author,Craig is an author,0.802,0.114,0.084,entailment,Ragesh is an author,0.695,0.211,0.094,entailment,0.215,Either Ragesh or Craig is an author,Craig is an author,0.819,0.120,0.061,entailment,Ragesh is an author,0.739,0.178,0.082,entailment,0.159,0.047,0.089,0.136
93,Either Carly or Kwame is a housekeeper,Carly is a housekeeper,0.836,0.102,0.062,entailment,Kwame is a housekeeper,0.839,0.111,0.050,entailment,0.022,Either Kwame or Carly is a housekeeper,Carly is a housekeeper,0.868,0.075,0.057,entailment,Kwame is a housekeeper,0.828,0.119,0.053,entailment,0.089,0.063,0.022,0.085
94,Either Dustin or Jose is a guard,Dustin is a guard,0.733,0.212,0.054,entailment,Jose is a guard,0.771,0.191,0.038,entailment,0.076,Either Jose or Dustin is a guard,Dustin is a guard,0.652,0.228,0.121,entailment,Jose is a guard,0.649,0.281,0.070,entailment,0.107,0.164,0.245,0.408
95,Either Abigail or Javier is a doctor,Abigail is a doctor,0.418,0.538,0.043,neutral,Javier is a doctor,0.898,0.083,0.018,entailment,0.960,Either Javier or Abigail is a doctor,Abigail is a doctor,0.571,0.399,0.031,entailment,Javier is a doctor,0.810,0.155,0.035,entailment,0.488,0.305,0.177,0.482
96,Either Dylan or Joo-Lin is a groom,Dylan is a groom,0.633,0.215,0.152,entailment,Joo-Lin is a groom,0.872,0.096,0.032,entailment,0.478,Either Joo-Lin or Dylan is a groom,Dylan is a groom,0.749,0.153,0.098,entailment,Joo-Lin is a groom,0.811,0.138,0.051,entailment,0.125,0.232,0.121,0.353
97,Either Scott or Chong Ling is a diplomat,Scott is a diplomat,0.707,0.223,0.070,entailment,Chong Ling is a diplomat,0.873,0.104,0.023,entailment,0.332,Either Chong Ling or Scott is a diplomat,Scott is a diplomat,0.773,0.162,0.064,entailment,Chong Ling is a diplomat,0.791,0.170,0.039,entailment,0.050,0.133,0.164,0.297
98,Either Essex or Won Lee is a musician,Essex is a musician,0.761,0.170,0.069,entailment,Won Lee is a musician,0.928,0.055,0.017,entailment,0.334,Either Won Lee or Essex is a musician,Essex is a musician,0.824,0.133,0.042,entailment,Won Lee is a musician,0.837,0.118,0.045,entailment,0.031,0.128,0.181,0.309
99,Either Katherine or Laquisha is a model,Katherine is a model,0.728,0.166,0.107,entailment,Laquisha is a model,0.544,0.254,0.203,entailment,0.368,Either Laquisha or Katherine is a model,Katherine is a model,0.631,0.153,0.215,entailment,Laquisha is a model,0.653,0.197,0.150,entailment,0.132,0.217,0.219,0.436
100,Either Dustin or Juan is a magician,Dustin is a magician,0.596,0.332,0.072,entailment,Juan is a magician,0.634,0.306,0.060,entailment,0.075,Either Juan or Dustin is a magician,Dustin is a magician,0.602,0.243,0.154,entailment,Juan is a magician,0.399,0.496,0.105,neutral,0.506,0.177,0.471,0.647
101,Either Carly or Carlos is an analyst,Carly is an analyst,0.627,0.325,0.047,entailment,Carlos is an analyst,0.521,0.393,0.086,entailment,0.213,Either Carlos or Carly is an analyst,Carly is an analyst,0.509,0.418,0.074,entailment,Carlos is an analyst,0.654,0.281,0.065,entailment,0.291,0.238,0.267,0.505
102,Either Jacob or Anita is a lifeguard,Jacob is a lifeguard,0.438,0.359,0.203,entailment,Anita is a lifeguard,0.533,0.390,0.077,entailment,0.252,Either Anita or Jacob is a lifeguard,Jacob is a lifeguard,0.578,0.274,0.148,entailment,Anita is a lifeguard,0.520,0.400,0.081,entailment,0.252,0.280,0.027,0.307
103,Either Hunter or Miguel is a receptionist,Hunter is a receptionist,0.868,0.096,0.035,entailment,Miguel is a receptionist,0.896,0.047,0.057,entailment,0.098,Either Miguel or Hunter is a receptionist,Hunter is a receptionist,0.809,0.147,0.043,entailment,Miguel is a receptionist,0.926,0.036,0.038,entailment,0.234,0.117,0.061,0.179
104,Either LeShawn or Won San Lee is a judge,LeShawn is a judge,0.509,0.304,0.187,entailment,Won San Lee is a judge,0.898,0.068,0.034,entailment,0.778,Either Won San Lee or LeShawn is a judge,LeShawn is a judge,0.777,0.160,0.062,entailment,Won San Lee is a judge,0.872,0.077,0.050,entailment,0.190,0.536,0.052,0.588
105,Either Prescott or Chen Lang is a counselor,Prescott is a counselor,0.879,0.092,0.029,entailment,Chen Lang is a counselor,0.923,0.057,0.019,entailment,0.089,Either Chen Lang or Prescott is a counselor,Prescott is a counselor,0.901,0.076,0.022,entailment,Chen Lang is a counselor,0.890,0.091,0.019,entailment,0.030,0.045,0.067,0.113
106,Either Heather or Diamond is a composer,Heather is a composer,0.724,0.176,0.101,entailment,Diamond is a composer,0.482,0.345,0.173,entailment,0.483,Either Diamond or Heather is a composer,Heather is a composer,0.705,0.151,0.144,entailment,Diamond is a composer,0.558,0.254,0.188,entailment,0.295,0.086,0.182,0.268
107,Either Connor or Laquan is an executive,Connor is an executive,0.603,0.352,0.045,entailment,Laquan is an executive,0.681,0.295,0.023,entailment,0.156,Either Laquan or Connor is an executive,Connor is an executive,0.622,0.344,0.034,entailment,Laquan is an executive,0.615,0.356,0.029,entailment,0.023,0.037,0.133,0.170
108,Either Katie or Malik is a radiologist,Katie is a radiologist,0.561,0.245,0.194,entailment,Malik is a radiologist,0.721,0.167,0.112,entailment,0.320,Either Malik or Katie is a radiologist,Katie is a radiologist,0.669,0.186,0.145,entailment,Malik is a radiologist,0.757,0.125,0.117,entailment,0.176,0.217,0.084,0.302
109,Either Heather or Kia is a commander,Heather is a commander,0.626,0.232,0.142,entailment,Kia is a commander,0.674,0.228,0.098,entailment,0.096,Either Kia or Heather is a commander,Heather is a commander,0.642,0.211,0.147,entailment,Kia is a commander,0.667,0.252,0.081,entailment,0.131,0.041,0.048,0.089
110,Either Cody or Anita is a dancer,Cody is a dancer,0.541,0.357,0.102,entailment,Anita is a dancer,0.598,0.326,0.076,entailment,0.115,Either Anita or Cody is a dancer,Cody is a dancer,0.550,0.331,0.119,entailment,Anita is a dancer,0.623,0.319,0.058,entailment,0.146,0.051,0.050,0.101
111,Either Jenna or Yang Wang is a groom,Jenna is a groom,0.557,0.335,0.107,entailment,Yang Wang is a groom,0.811,0.128,0.062,entailment,0.507,Either Yang Wang or Jenna is a groom,Jenna is a groom,0.705,0.220,0.075,entailment,Yang Wang is a groom,0.781,0.143,0.075,entailment,0.154,0.295,0.059,0.354
112,Either Hunter or LeBron is a carpenter,Hunter is a carpenter,0.801,0.171,0.028,entailment,LeBron is a carpenter,0.724,0.204,0.072,entailment,0.154,Either LeBron or Hunter is a carpenter,Hunter is a carpenter,0.611,0.310,0.079,entailment,LeBron is a carpenter,0.632,0.304,0.064,entailment,0.041,0.380,0.201,0.581
113,Either Carly or Chin Pang is an airman,Carly is an airman,0.383,0.550,0.068,neutral,Chin Pang is an airman,0.819,0.156,0.024,entailment,0.873,Either Chin Pang or Carly is an airman,Carly is an airman,0.451,0.501,0.048,neutral,Chin Pang is an airman,0.747,0.222,0.031,entailment,0.591,0.137,0.145,0.282
114,Either Cole or Marquis is a handyman,Cole is a handyman,0.707,0.248,0.045,entailment,Marquis is a handyman,0.722,0.249,0.029,entailment,0.032,Either Marquis or Cole is a handyman,Cole is a handyman,0.734,0.232,0.034,entailment,Marquis is a handyman,0.706,0.263,0.031,entailment,0.062,0.054,0.032,0.087
115,Either Carly or Yang Wang is a professor,Carly is a professor,0.607,0.264,0.129,entailment,Yang Wang is a professor,0.926,0.054,0.020,entailment,0.639,Either Yang Wang or Carly is a professor,Carly is a professor,0.690,0.228,0.082,entailment,Yang Wang is a professor,0.899,0.071,0.030,entailment,0.417,0.167,0.055,0.222
116,Either Claire or Tyrone is an athlete,Claire is an athlete,0.717,0.247,0.036,entailment,Tyrone is an athlete,0.529,0.408,0.063,entailment,0.377,Either Tyrone or Claire is an athlete,Claire is an athlete,0.569,0.318,0.113,entailment,Tyrone is an athlete,0.531,0.408,0.060,entailment,0.182,0.296,0.006,0.302
117,Either Cadan or Diamond is a medical student,Cadan is a medical student,0.942,0.048,0.010,entailment,Diamond is a medical student,0.881,0.102,0.017,entailment,0.123,Either Diamond or Cadan is a medical student,Cadan is a medical student,0.939,0.054,0.007,entailment,Diamond is a medical student,0.827,0.147,0.026,entailment,0.225,0.012,0.108,0.120
118,Either Greuze or Trevon is a poet,Greuze is a poet,0.827,0.126,0.047,entailment,Trevon is a poet,0.846,0.122,0.032,entailment,0.037,Either Trevon or Greuze is a poet,Greuze is a poet,0.784,0.123,0.093,entailment,Trevon is a poet,0.884,0.100,0.017,entailment,0.199,0.092,0.075,0.167
119,Either Greuze or Chang is a mover,Greuze is a mover,0.228,0.636,0.136,neutral,Chang is a mover,0.459,0.473,0.068,neutral,0.461,Either Chang or Greuze is a mover,Greuze is a mover,0.349,0.505,0.146,neutral,Chang is a mover,0.391,0.542,0.067,neutral,0.158,0.262,0.138,0.400
120,Either Jake or Chen Lang is a gambler,Jake is a gambler,0.265,0.648,0.087,neutral,Chen Lang is a gambler,0.578,0.383,0.039,entailment,0.626,Either Chen Lang or Jake is a gambler,Jake is a gambler,0.489,0.449,0.062,entailment,Chen Lang is a gambler,0.589,0.373,0.038,entailment,0.199,0.448,0.022,0.470
121,Either LeShawn or Bai is a mathematician,LeShawn is a mathematician,0.722,0.244,0.034,entailment,Bai is a mathematician,0.745,0.230,0.025,entailment,0.047,Either Bai or LeShawn is a mathematician,LeShawn is a mathematician,0.854,0.125,0.021,entailment,Bai is a mathematician,0.757,0.220,0.023,entailment,0.194,0.264,0.023,0.287
122,Either Prescott or Chen Wee is an army,Prescott is an army,0.591,0.301,0.108,entailment,Chen Wee is an army,0.728,0.168,0.104,entailment,0.273,Either Chen Wee or Prescott is an army,Prescott is an army,0.693,0.224,0.083,entailment,Chen Wee is an army,0.629,0.266,0.105,entailment,0.128,0.202,0.198,0.401
123,Either Katie or LeBron is a scientist,Katie is a scientist,0.344,0.532,0.124,neutral,LeBron is a scientist,0.572,0.350,0.078,entailment,0.458,Either LeBron or Katie is a scientist,Katie is a scientist,0.378,0.410,0.212,neutral,LeBron is a scientist,0.496,0.414,0.090,entailment,0.244,0.244,0.152,0.396
124,Either Cody or Lamar is a model,Cody is a model,0.547,0.336,0.118,entailment,Lamar is a model,0.451,0.375,0.174,entailment,0.191,Either Lamar or Cody is a model,Cody is a model,0.407,0.417,0.176,neutral,Lamar is a model,0.706,0.206,0.087,entailment,0.598,0.279,0.510,0.789
125,Either Katie or D'quan is a handball player,Katie is a handball player,0.643,0.257,0.100,entailment,D'quan is a handball player,0.876,0.089,0.035,entailment,0.465,Either D'quan or Katie is a handball player,Katie is a handball player,0.860,0.101,0.040,entailment,D'quan is a handball player,0.906,0.070,0.025,entailment,0.092,0.433,0.060,0.494
126,Either Brown or Kwame is a security guard,Brown is a security guard,0.850,0.127,0.023,entailment,Kwame is a security guard,0.896,0.085,0.019,entailment,0.092,Either Kwame or Brown is a security guard,Brown is a security guard,0.804,0.157,0.039,entailment,Kwame is a security guard,0.897,0.079,0.024,entailment,0.186,0.092,0.012,0.104
127,Either Cody or Ramon is a butcher,Cody is a butcher,0.633,0.268,0.099,entailment,Ramon is a butcher,0.873,0.088,0.039,entailment,0.480,Either Ramon or Cody is a butcher,Cody is a butcher,0.780,0.164,0.056,entailment,Ramon is a butcher,0.880,0.091,0.029,entailment,0.201,0.294,0.019,0.314
128,Either Katie or Chang Lee is a nurse,Katie is a nurse,0.635,0.273,0.092,entailment,Chang Lee is a nurse,0.792,0.149,0.059,entailment,0.315,Either Chang Lee or Katie is a nurse,Katie is a nurse,0.807,0.143,0.049,entailment,Chang Lee is a nurse,0.845,0.111,0.044,entailment,0.075,0.345,0.105,0.450
129,Either Jack or Chang Lee is a hairdresser,Jack is a hairdresser,0.329,0.605,0.067,neutral,Chang Lee is a hairdresser,0.832,0.127,0.041,entailment,1.007,Either Chang Lee or Jack is a hairdresser,Jack is a hairdresser,0.637,0.323,0.041,entailment,Chang Lee is a hairdresser,0.888,0.090,0.022,entailment,0.503,0.617,0.113,0.729
130,Either Essex or Jamal is a football player,Essex is a football player,0.884,0.091,0.025,entailment,Jamal is a football player,0.949,0.043,0.008,entailment,0.131,Either Jamal or Essex is a football player,Essex is a football player,0.913,0.067,0.019,entailment,Jamal is a football player,0.873,0.100,0.027,entailment,0.081,0.059,0.153,0.212
131,Either Cadan or Chen Lang is a sheriff,Cadan is a sheriff,0.861,0.118,0.021,entailment,Chen Lang is a sheriff,0.848,0.102,0.050,entailment,0.058,Either Chen Lang or Cadan is a sheriff,Cadan is a sheriff,0.857,0.124,0.019,entailment,Chen Lang is a sheriff,0.728,0.177,0.095,entailment,0.258,0.011,0.240,0.251
132,Either Katherine or Chen Wee is an assistant,Katherine is an assistant,0.625,0.219,0.155,entailment,Chen Wee is an assistant,0.677,0.137,0.186,entailment,0.166,Either Chen Wee or Katherine is an assistant,Katherine is an assistant,0.743,0.140,0.117,entailment,Chen Wee is an assistant,0.759,0.113,0.127,entailment,0.053,0.235,0.164,0.400
133,Either Molly or D'quan is a diplomat,Molly is a diplomat,0.712,0.235,0.053,entailment,D'quan is a diplomat,0.805,0.159,0.036,entailment,0.187,Either D'quan or Molly is a diplomat,Molly is a diplomat,0.708,0.247,0.045,entailment,D'quan is a diplomat,0.794,0.166,0.039,entailment,0.173,0.023,0.022,0.045
134,Either Prescott or Jamal is a producer,Prescott is a producer,0.674,0.225,0.102,entailment,Jamal is a producer,0.687,0.201,0.112,entailment,0.047,Either Jamal or Prescott is a producer,Prescott is a producer,0.584,0.283,0.133,entailment,Jamal is a producer,0.669,0.260,0.070,entailment,0.170,0.179,0.118,0.296
135,Either Claire or Nina is a mechanic,Claire is a mechanic,0.655,0.274,0.071,entailment,Nina is a mechanic,0.654,0.302,0.044,entailment,0.057,Either Nina or Claire is a mechanic,Claire is a mechanic,0.563,0.341,0.097,entailment,Nina is a mechanic,0.746,0.223,0.031,entailment,0.367,0.184,0.184,0.369
136,Either Craig or Marquis is a security guard,Craig is a security guard,0.895,0.073,0.031,entailment,Marquis is a security guard,0.896,0.075,0.029,entailment,0.005,Either Marquis or Craig is a security guard,Craig is a security guard,0.949,0.037,0.015,entailment,Marquis is a security guard,0.932,0.050,0.018,entailment,0.034,0.107,0.070,0.178
137,Either Jake or Chen Wee is a butcher,Jake is a butcher,0.507,0.314,0.179,entailment,Chen Wee is a butcher,0.735,0.178,0.088,entailment,0.456,Either Chen Wee or Jake is a butcher,Jake is a butcher,0.812,0.125,0.063,entailment,Chen Wee is a butcher,0.867,0.093,0.039,entailment,0.111,0.610,0.265,0.876
138,Either Inglethorp or Laquisha is a security guard,Inglethorp is a security guard,0.961,0.024,0.016,entailment,Laquisha is a security guard,0.957,0.032,0.011,entailment,0.016,Either Laquisha or Inglethorp is a security guard,Inglethorp is a security guard,0.960,0.021,0.019,entailment,Laquisha is a security guard,0.949,0.035,0.016,entailment,0.027,0.007,0.016,0.023
139,Either Greuze or Wright is an attendant,Greuze is an attendant,0.684,0.241,0.075,entailment,Wright is an attendant,0.635,0.279,0.086,entailment,0.096,Either Wright or Greuze is an attendant,Greuze is an attendant,0.511,0.334,0.155,entailment,Wright is an attendant,0.717,0.218,0.065,entailment,0.411,0.345,0.163,0.508
140,Either Prescott or Chen Lang is a firefighter,Prescott is a firefighter,0.714,0.232,0.053,entailment,Chen Lang is a firefighter,0.819,0.151,0.030,entailment,0.209,Either Chen Lang or Prescott is a firefighter,Prescott is a firefighter,0.806,0.159,0.035,entailment,Chen Lang is a firefighter,0.814,0.159,0.028,entailment,0.015,0.183,0.016,0.199
141,Either Greuze or Maya is a salesperson,Greuze is a salesperson,0.879,0.074,0.047,entailment,Maya is a salesperson,0.896,0.074,0.031,entailment,0.033,Either Maya or Greuze is a salesperson,Greuze is a salesperson,0.893,0.067,0.040,entailment,Maya is a salesperson,0.915,0.062,0.023,entailment,0.044,0.028,0.039,0.067
142,Either Ronnie or Tyresse is a dancer,Ronnie is a dancer,0.656,0.281,0.063,entailment,Tyresse is a dancer,0.820,0.156,0.025,entailment,0.327,Either Tyresse or Ronnie is a dancer,Ronnie is a dancer,0.662,0.234,0.104,entailment,Tyresse is a dancer,0.826,0.148,0.025,entailment,0.328,0.095,0.014,0.109
143,Either Cody or DeShawn is a librarian,Cody is a librarian,0.718,0.242,0.040,entailment,DeShawn is a librarian,0.705,0.233,0.062,entailment,0.045,Either DeShawn or Cody is a librarian,Cody is a librarian,0.824,0.154,0.023,entailment,DeShawn is a librarian,0.818,0.148,0.034,entailment,0.022,0.211,0.226,0.437
