,prem,hypo1,hypo2,score1,score2,diff
417,Either Joey or Jennifer are a security guard,Joey is a security guard,Jennifer is a security guard,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.030000000000000013
422,Either Steven or Shelly are a receptionist,Steven is a receptionist,Shelly is a receptionist,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.030000000000000013
492,Either Ramirez or Candace are a scientist,Ramirez is a scientist,Candace is a scientist,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.06'}",0.030000000000000013
290,Either Jafari or Anne are a chess player,Jafari is a chess player,Anne is a chess player,"{'entailment': '0.76', 'neutral': '0.11', 'contradiction': '0.12'}","{'entailment': '0.75', 'neutral': '0.12', 'contradiction': '0.13'}",0.030000000000000013
269,Either Brady or Priya are a journalist,Brady is a journalist,Priya is a journalist,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.03'}",0.03
359,Either Charlie or Juliette are an athlete,Charlie is an athlete,Juliette is an athlete,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.07'}",0.029999999999999916
33,Either Ed or Candice are a model,Ed is a model,Candice is a model,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.029999999999999916
117,Either Jon or Missy are a secretary,Jon is a secretary,Missy is a secretary,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.06'}",0.029999999999999902
331,Either Joe or Claire are an airman,Joe is an airman,Claire is an airman,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.05'}",0.020000000000000018
37,Either DeAndre or Raven are a boxer,DeAndre is a boxer,Raven is a boxer,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.020000000000000018
408,Either Won Lee or Cheryl are a commander,Won Lee is a commander,Cheryl is a commander,"{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.02000000000000001
312,Either Michael or Maya are a historian,Michael is a historian,Maya is a historian,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.03'}",0.02000000000000001
431,Either Eugene or Ebony are a mover,Eugene is a mover,Ebony is a mover,"{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.02000000000000001
125,Either Jorge or Becky are an auditor,Jorge is an auditor,Becky is an auditor,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.02000000000000001
200,Either Micheal or Edith are an attourney,Micheal is an attourney,Edith is an attourney,"{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.020000000000000007
229,Either Danny or Kia are a hostess,Danny is a hostess,Kia is a hostess,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.020000000000000004
231,Either Tom or Rachel are an employment,Tom is an employment,Rachel is an employment,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.020000000000000004
112,Either LeShawn or Diamond are a handyman,LeShawn is a handyman,Diamond is a handyman,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.020000000000000004
205,Either Nell or LaShawnda are a servant,Nell is a servant,LaShawnda is a servant,"{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.04'}",0.020000000000000004
149,Either Kyle or Lucy are an engineer,Kyle is an engineer,Lucy is an engineer,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.019999999999999997
380,Either Jones or Kassandra are a guitarist,Jones is a guitarist,Kassandra is a guitarist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.019999999999999997
297,Either Tammy or Sally are a postman,Tammy is a postman,Sally is a postman,"{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.10'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}",0.010000000000000009
455,Either Rajeev or Katherine are a gambler,Rajeev is a gambler,Katherine is a gambler,"{'entailment': '0.79', 'neutral': '0.09', 'contradiction': '0.11'}","{'entailment': '0.80', 'neutral': '0.09', 'contradiction': '0.11'}",0.010000000000000009
241,Either Ryan or Cheryl are an architect,Ryan is an architect,Cheryl is an architect,"{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}",0.010000000000000009
414,Either Ramirez or Benny are a photographer,Ramirez is a photographer,Benny is a photographer,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}",0.010000000000000009
53,Either Tammy or Craig are an actor,Tammy is an actor,Craig is an actor,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.010000000000000002
175,Either Raymond or Mary are a handball player,Raymond is a handball player,Mary is a handball player,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.009999999999999998
87,Either Anse or Wendy are a tennis player,Anse is a tennis player,Wendy is a tennis player,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.009999999999999995
109,Either Chan or Priya are a guitarist,Chan is a guitarist,Priya is a guitarist,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.05'}",0.009999999999999995
110,Either Jones or Joyce are a postman,Jones is a postman,Joyce is a postman,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.07'}",0.009999999999999995
275,Either Tony or Monica are a mover,Tony is a mover,Monica is a mover,"{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.11'}","{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.11'}",0.0
264,Either Tim or Kelsi are an architect,Tim is an architect,Kelsi is an architect,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.0
116,Either Tim or Joan are an office worker,Tim is an office worker,Joan is an office worker,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.0
