,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
82,Neither Dustin or Chen Wee is a drawer,Dustin is not a drawer,0.863,0.107,0.030,entailment,Chen Wee is not a drawer,0.867,0.083,0.049,entailment,0.047,Neither Chen Wee or Dustin is a drawer,Dustin is not a drawer,0.836,0.104,0.060,entailment,Chen Wee is not a drawer,0.907,0.062,0.030,entailment,0.143,0.058,0.080,0.138
83,Neither Carly or Diamond is a clerk,Carly is not a clerk,0.815,0.137,0.048,entailment,Diamond is not a clerk,0.825,0.120,0.055,entailment,0.034,Neither Diamond or Carly is a clerk,Carly is not a clerk,0.727,0.140,0.133,entailment,Diamond is not a clerk,0.872,0.086,0.042,entailment,0.290,0.175,0.094,0.270
84,Neither Craig or Joo-Lin is a soldier,Craig is not a soldier,0.832,0.122,0.045,entailment,Joo-Lin is not a soldier,0.740,0.123,0.137,entailment,0.184,Neither Joo-Lin or Craig is a soldier,Craig is not a soldier,0.738,0.148,0.114,entailment,Joo-Lin is not a soldier,0.812,0.108,0.080,entailment,0.147,0.188,0.144,0.332
85,Neither Hunter or Chen Lang is a pensioner,Hunter is not a pensioner,0.771,0.122,0.107,entailment,Chen Lang is not a pensioner,0.776,0.083,0.141,entailment,0.078,Neither Chen Lang or Hunter is a pensioner,Hunter is not a pensioner,0.650,0.151,0.199,entailment,Chen Lang is not a pensioner,0.833,0.071,0.096,entailment,0.366,0.241,0.115,0.356
86,Neither Brown or Jamel is a mechanic,Brown is not a mechanic,0.890,0.085,0.024,entailment,Jamel is not a mechanic,0.833,0.087,0.080,entailment,0.115,Neither Jamel or Brown is a mechanic,Brown is not a mechanic,0.874,0.086,0.040,entailment,Jamel is not a mechanic,0.861,0.098,0.041,entailment,0.025,0.032,0.079,0.111
87,Neither Molly or Wright is a theologian,Molly is not a theologian,0.799,0.137,0.065,entailment,Wright is not a theologian,0.754,0.138,0.108,entailment,0.088,Neither Wright or Molly is a theologian,Molly is not a theologian,0.686,0.171,0.143,entailment,Wright is not a theologian,0.811,0.127,0.063,entailment,0.248,0.224,0.112,0.337
88,Neither Greuze or Trevon is an architect,Greuze is not an architect,0.834,0.078,0.088,entailment,Trevon is not an architect,0.830,0.067,0.103,entailment,0.029,Neither Trevon or Greuze is an architect,Greuze is not an architect,0.710,0.087,0.203,entailment,Trevon is not an architect,0.905,0.067,0.027,entailment,0.390,0.247,0.151,0.397
89,Neither Greuze or Wong Chang is a driver,Greuze is not a driver,0.888,0.088,0.024,entailment,Wong Chang is not a driver,0.900,0.052,0.048,entailment,0.072,Neither Wong Chang or Greuze is a driver,Greuze is not a driver,0.862,0.091,0.047,entailment,Wong Chang is not a driver,0.929,0.051,0.020,entailment,0.133,0.053,0.057,0.110
90,Neither Hunter or Li is a linguist,Hunter is not a linguist,0.823,0.094,0.083,entailment,Li is not a linguist,0.751,0.116,0.133,entailment,0.144,Neither Li or Hunter is a linguist,Hunter is not a linguist,0.778,0.111,0.111,entailment,Li is not a linguist,0.776,0.123,0.101,entailment,0.023,0.091,0.063,0.154
91,Neither Greuze or Gary is a linguist,Greuze is not a linguist,0.797,0.092,0.111,entailment,Gary is not a linguist,0.822,0.079,0.099,entailment,0.049,Neither Gary or Greuze is a linguist,Greuze is not a linguist,0.728,0.084,0.189,entailment,Gary is not a linguist,0.858,0.088,0.054,entailment,0.269,0.155,0.090,0.244
92,Neither Craig or Ragesh is an author,Craig is not an author,0.895,0.064,0.041,entailment,Ragesh is not an author,0.774,0.092,0.134,entailment,0.242,Neither Ragesh or Craig is an author,Craig is not an author,0.888,0.071,0.041,entailment,Ragesh is not an author,0.846,0.073,0.081,entailment,0.083,0.014,0.145,0.159
93,Neither Carly or Kwame is a housekeeper,Carly is not a housekeeper,0.850,0.125,0.026,entailment,Kwame is not a housekeeper,0.894,0.078,0.028,entailment,0.093,Neither Kwame or Carly is a housekeeper,Carly is not a housekeeper,0.834,0.119,0.047,entailment,Kwame is not a housekeeper,0.902,0.076,0.021,entailment,0.137,0.042,0.017,0.059
94,Neither Dustin or Jose is a guard,Dustin is not a guard,0.887,0.071,0.042,entailment,Jose is not a guard,0.733,0.149,0.118,entailment,0.307,Neither Jose or Dustin is a guard,Dustin is not a guard,0.801,0.096,0.102,entailment,Jose is not a guard,0.826,0.120,0.054,entailment,0.097,0.171,0.186,0.357
95,Neither Abigail or Javier is a doctor,Abigail is not a doctor,0.791,0.135,0.075,entailment,Javier is not a doctor,0.798,0.101,0.101,entailment,0.067,Neither Javier or Abigail is a doctor,Abigail is not a doctor,0.662,0.148,0.191,entailment,Javier is not a doctor,0.869,0.086,0.045,entailment,0.415,0.258,0.143,0.401
96,Neither Dylan or Joo-Lin is a groom,Dylan is not a groom,0.887,0.096,0.017,entailment,Joo-Lin is not a groom,0.765,0.102,0.133,entailment,0.244,Neither Joo-Lin or Dylan is a groom,Dylan is not a groom,0.887,0.082,0.031,entailment,Joo-Lin is not a groom,0.859,0.089,0.052,entailment,0.056,0.028,0.188,0.216
97,Neither Scott or Chong Ling is a diplomat,Scott is not a diplomat,0.878,0.092,0.030,entailment,Chong Ling is not a diplomat,0.861,0.104,0.035,entailment,0.035,Neither Chong Ling or Scott is a diplomat,Scott is not a diplomat,0.853,0.089,0.058,entailment,Chong Ling is not a diplomat,0.860,0.098,0.042,entailment,0.033,0.057,0.015,0.072
98,Neither Essex or Won Lee is a musician,Essex is not a musician,0.870,0.086,0.044,entailment,Won Lee is not a musician,0.744,0.081,0.175,entailment,0.262,Neither Won Lee or Essex is a musician,Essex is not a musician,0.841,0.072,0.087,entailment,Won Lee is not a musician,0.814,0.083,0.103,entailment,0.054,0.085,0.145,0.230
99,Neither Katherine or Laquisha is a model,Katherine is not a model,0.907,0.072,0.021,entailment,Laquisha is not a model,0.776,0.124,0.100,entailment,0.262,Neither Laquisha or Katherine is a model,Katherine is not a model,0.848,0.087,0.065,entailment,Laquisha is not a model,0.854,0.083,0.063,entailment,0.013,0.118,0.157,0.275
100,Neither Dustin or Juan is a magician,Dustin is not a magician,0.827,0.125,0.048,entailment,Juan is not a magician,0.715,0.192,0.093,entailment,0.224,Neither Juan or Dustin is a magician,Dustin is not a magician,0.761,0.147,0.092,entailment,Juan is not a magician,0.769,0.177,0.053,entailment,0.077,0.131,0.110,0.240
101,Neither Carly or Carlos is an analyst,Carly is not an analyst,0.828,0.128,0.045,entailment,Carlos is not an analyst,0.827,0.117,0.057,entailment,0.023,Neither Carlos or Carly is an analyst,Carly is not an analyst,0.756,0.161,0.083,entailment,Carlos is not an analyst,0.838,0.107,0.054,entailment,0.163,0.142,0.023,0.165
102,Neither Jacob or Anita is a lifeguard,Jacob is not a lifeguard,0.907,0.073,0.020,entailment,Anita is not a lifeguard,0.766,0.119,0.115,entailment,0.282,Neither Anita or Jacob is a lifeguard,Jacob is not a lifeguard,0.804,0.092,0.103,entailment,Anita is not a lifeguard,0.886,0.089,0.025,entailment,0.164,0.205,0.241,0.446
103,Neither Hunter or Miguel is a receptionist,Hunter is not a receptionist,0.902,0.057,0.041,entailment,Miguel is not a receptionist,0.895,0.048,0.057,entailment,0.032,Neither Miguel or Hunter is a receptionist,Hunter is not a receptionist,0.838,0.082,0.079,entailment,Miguel is not a receptionist,0.909,0.054,0.036,entailment,0.142,0.127,0.041,0.168
104,Neither LeShawn or Won San Lee is a judge,LeShawn is not a judge,0.876,0.082,0.042,entailment,Won San Lee is not a judge,0.778,0.081,0.141,entailment,0.197,Neither Won San Lee or LeShawn is a judge,LeShawn is not a judge,0.774,0.100,0.126,entailment,Won San Lee is not a judge,0.835,0.070,0.095,entailment,0.122,0.205,0.113,0.318
105,Neither Prescott or Chen Lang is a counselor,Prescott is not a counselor,0.861,0.113,0.026,entailment,Chen Lang is not a counselor,0.661,0.116,0.224,entailment,0.401,Neither Chen Lang or Prescott is a counselor,Prescott is not a counselor,0.793,0.113,0.094,entailment,Chen Lang is not a counselor,0.772,0.119,0.109,entailment,0.041,0.136,0.230,0.367
106,Neither Heather or Diamond is a composer,Heather is not a composer,0.860,0.087,0.054,entailment,Diamond is not a composer,0.757,0.139,0.104,entailment,0.206,Neither Diamond or Heather is a composer,Heather is not a composer,0.822,0.084,0.094,entailment,Diamond is not a composer,0.819,0.108,0.072,entailment,0.049,0.082,0.125,0.206
107,Neither Connor or Laquan is an executive,Connor is not an executive,0.921,0.065,0.014,entailment,Laquan is not an executive,0.892,0.077,0.031,entailment,0.059,Neither Laquan or Connor is an executive,Connor is not an executive,0.900,0.080,0.020,entailment,Laquan is not an executive,0.921,0.062,0.017,entailment,0.043,0.043,0.058,0.101
108,Neither Katie or Malik is a radiologist,Katie is not a radiologist,0.895,0.072,0.033,entailment,Malik is not a radiologist,0.850,0.082,0.069,entailment,0.090,Neither Malik or Katie is a radiologist,Katie is not a radiologist,0.880,0.072,0.048,entailment,Malik is not a radiologist,0.908,0.061,0.031,entailment,0.057,0.030,0.117,0.147
109,Neither Heather or Kia is a commander,Heather is not a commander,0.897,0.085,0.018,entailment,Kia is not a commander,0.763,0.128,0.109,entailment,0.269,Neither Kia or Heather is a commander,Heather is not a commander,0.855,0.113,0.032,entailment,Kia is not a commander,0.833,0.113,0.055,entailment,0.045,0.084,0.140,0.225
110,Neither Cody or Anita is a dancer,Cody is not a dancer,0.852,0.118,0.031,entailment,Anita is not a dancer,0.788,0.144,0.068,entailment,0.127,Neither Anita or Cody is a dancer,Cody is not a dancer,0.813,0.130,0.057,entailment,Anita is not a dancer,0.860,0.110,0.030,entailment,0.094,0.077,0.144,0.221
111,Neither Jenna or Yang Wang is a groom,Jenna is not a groom,0.901,0.083,0.016,entailment,Yang Wang is not a groom,0.882,0.084,0.034,entailment,0.039,Neither Yang Wang or Jenna is a groom,Jenna is not a groom,0.863,0.094,0.043,entailment,Yang Wang is not a groom,0.928,0.055,0.017,entailment,0.131,0.078,0.092,0.170
112,Neither Hunter or LeBron is a carpenter,Hunter is not a carpenter,0.856,0.111,0.033,entailment,LeBron is not a carpenter,0.850,0.071,0.078,entailment,0.090,Neither LeBron or Hunter is a carpenter,Hunter is not a carpenter,0.740,0.178,0.082,entailment,LeBron is not a carpenter,0.899,0.080,0.021,entailment,0.318,0.231,0.116,0.346
113,Neither Carly or Chin Pang is an airman,Carly is not an airman,0.742,0.176,0.083,entailment,Chin Pang is not an airman,0.695,0.121,0.184,entailment,0.202,Neither Chin Pang or Carly is an airman,Carly is not an airman,0.720,0.164,0.116,entailment,Chin Pang is not an airman,0.754,0.117,0.129,entailment,0.095,0.066,0.117,0.183
114,Neither Cole or Marquis is a handyman,Cole is not a handyman,0.822,0.143,0.035,entailment,Marquis is not a handyman,0.810,0.143,0.048,entailment,0.025,Neither Marquis or Cole is a handyman,Cole is not a handyman,0.825,0.136,0.039,entailment,Marquis is not a handyman,0.815,0.153,0.032,entailment,0.032,0.014,0.031,0.045
115,Neither Carly or Yang Wang is a professor,Carly is not a professor,0.826,0.116,0.058,entailment,Yang Wang is not a professor,0.753,0.077,0.170,entailment,0.224,Neither Yang Wang or Carly is a professor,Carly is not a professor,0.774,0.123,0.104,entailment,Yang Wang is not a professor,0.827,0.076,0.097,entailment,0.107,0.104,0.148,0.252
116,Neither Claire or Tyrone is an athlete,Claire is not an athlete,0.916,0.061,0.024,entailment,Tyrone is not an athlete,0.869,0.083,0.048,entailment,0.094,Neither Tyrone or Claire is an athlete,Claire is not an athlete,0.860,0.077,0.063,entailment,Tyrone is not an athlete,0.901,0.079,0.020,entailment,0.085,0.111,0.064,0.174
117,Neither Cadan or Diamond is a medical student,Cadan is not a medical student,0.768,0.077,0.155,entailment,Diamond is not a medical student,0.792,0.081,0.127,entailment,0.056,Neither Diamond or Cadan is a medical student,Cadan is not a medical student,0.685,0.073,0.242,entailment,Diamond is not a medical student,0.808,0.072,0.120,entailment,0.246,0.175,0.032,0.206
118,Neither Greuze or Trevon is a poet,Greuze is not a poet,0.717,0.142,0.142,entailment,Trevon is not a poet,0.736,0.105,0.158,entailment,0.073,Neither Trevon or Greuze is a poet,Greuze is not a poet,0.661,0.130,0.208,entailment,Trevon is not a poet,0.820,0.116,0.064,entailment,0.318,0.134,0.190,0.324
119,Neither Greuze or Chang is a mover,Greuze is not a mover,0.902,0.081,0.017,entailment,Chang is not a mover,0.865,0.103,0.032,entailment,0.073,Neither Chang or Greuze is a mover,Greuze is not a mover,0.873,0.092,0.035,entailment,Chang is not a mover,0.894,0.092,0.014,entailment,0.042,0.057,0.057,0.115
120,Neither Jake or Chen Lang is a gambler,Jake is not a gambler,0.796,0.177,0.028,entailment,Chen Lang is not a gambler,0.806,0.147,0.047,entailment,0.058,Neither Chen Lang or Jake is a gambler,Jake is not a gambler,0.700,0.202,0.099,entailment,Chen Lang is not a gambler,0.848,0.109,0.043,entailment,0.296,0.191,0.084,0.276
121,Neither LeShawn or Bai is a mathematician,LeShawn is not a mathematician,0.808,0.122,0.070,entailment,Bai is not a mathematician,0.760,0.158,0.081,entailment,0.096,Neither Bai or LeShawn is a mathematician,LeShawn is not a mathematician,0.735,0.118,0.147,entailment,Bai is not a mathematician,0.758,0.172,0.070,entailment,0.155,0.154,0.027,0.181
122,Neither Prescott or Chen Wee is an army,Prescott is not an army,0.868,0.119,0.013,entailment,Chen Wee is not an army,0.873,0.095,0.032,entailment,0.048,Neither Chen Wee or Prescott is an army,Prescott is not an army,0.871,0.110,0.020,entailment,Chen Wee is not an army,0.887,0.097,0.016,entailment,0.033,0.019,0.032,0.052
123,Neither Katie or LeBron is a scientist,Katie is not a scientist,0.712,0.199,0.089,entailment,LeBron is not a scientist,0.813,0.092,0.095,entailment,0.213,Neither LeBron or Katie is a scientist,Katie is not a scientist,0.658,0.174,0.167,entailment,LeBron is not a scientist,0.859,0.103,0.038,entailment,0.402,0.157,0.115,0.271
124,Neither Cody or Lamar is a model,Cody is not a model,0.884,0.084,0.032,entailment,Lamar is not a model,0.823,0.120,0.057,entailment,0.123,Neither Lamar or Cody is a model,Cody is not a model,0.840,0.109,0.050,entailment,Lamar is not a model,0.909,0.068,0.023,entailment,0.138,0.088,0.173,0.261
125,Neither Katie or D'quan is a handball player,Katie is not a handball player,0.876,0.067,0.057,entailment,D'quan is not a handball player,0.839,0.065,0.096,entailment,0.078,Neither D'quan or Katie is a handball player,Katie is not a handball player,0.885,0.061,0.054,entailment,D'quan is not a handball player,0.845,0.061,0.094,entailment,0.081,0.018,0.012,0.030
126,Neither Brown or Kwame is a security guard,Brown is not a security guard,0.910,0.065,0.025,entailment,Kwame is not a security guard,0.891,0.053,0.056,entailment,0.061,Neither Kwame or Brown is a security guard,Brown is not a security guard,0.886,0.068,0.047,entailment,Kwame is not a security guard,0.918,0.054,0.028,entailment,0.064,0.048,0.055,0.103
127,Neither Cody or Ramon is a butcher,Cody is not a butcher,0.838,0.129,0.032,entailment,Ramon is not a butcher,0.829,0.095,0.076,entailment,0.088,Neither Ramon or Cody is a butcher,Cody is not a butcher,0.810,0.128,0.063,entailment,Ramon is not a butcher,0.855,0.103,0.042,entailment,0.091,0.061,0.067,0.128
128,Neither Katie or Chang Lee is a nurse,Katie is not a nurse,0.853,0.101,0.045,entailment,Chang Lee is not a nurse,0.794,0.101,0.105,entailment,0.120,Neither Chang Lee or Katie is a nurse,Katie is not a nurse,0.813,0.095,0.092,entailment,Chang Lee is not a nurse,0.861,0.075,0.064,entailment,0.095,0.093,0.133,0.227
129,Neither Jack or Chang Lee is a hairdresser,Jack is not a hairdresser,0.846,0.118,0.036,entailment,Chang Lee is not a hairdresser,0.768,0.097,0.135,entailment,0.199,Neither Chang Lee or Jack is a hairdresser,Jack is not a hairdresser,0.773,0.138,0.089,entailment,Chang Lee is not a hairdresser,0.844,0.070,0.086,entailment,0.143,0.146,0.152,0.298
130,Neither Essex or Jamal is a football player,Essex is not a football player,0.931,0.038,0.031,entailment,Jamal is not a football player,0.914,0.035,0.052,entailment,0.041,Neither Jamal or Essex is a football player,Essex is not a football player,0.887,0.048,0.066,entailment,Jamal is not a football player,0.923,0.042,0.035,entailment,0.073,0.089,0.033,0.122
131,Neither Cadan or Chen Lang is a sheriff,Cadan is not a sheriff,0.788,0.131,0.081,entailment,Chen Lang is not a sheriff,0.850,0.087,0.063,entailment,0.124,Neither Chen Lang or Cadan is a sheriff,Cadan is not a sheriff,0.674,0.123,0.203,entailment,Chen Lang is not a sheriff,0.847,0.094,0.059,entailment,0.347,0.245,0.014,0.258
132,Neither Katherine or Chen Wee is an assistant,Katherine is not an assistant,0.852,0.111,0.036,entailment,Chen Wee is not an assistant,0.778,0.108,0.114,entailment,0.155,Neither Chen Wee or Katherine is an assistant,Katherine is not an assistant,0.797,0.108,0.095,entailment,Chen Wee is not an assistant,0.841,0.084,0.075,entailment,0.089,0.117,0.126,0.243
133,Neither Molly or D'quan is a diplomat,Molly is not a diplomat,0.882,0.090,0.028,entailment,D'quan is not a diplomat,0.749,0.096,0.155,entailment,0.268,Neither D'quan or Molly is a diplomat,Molly is not a diplomat,0.839,0.109,0.052,entailment,D'quan is not a diplomat,0.762,0.113,0.125,entailment,0.155,0.086,0.059,0.145
134,Neither Prescott or Jamal is a producer,Prescott is not a producer,0.914,0.068,0.017,entailment,Jamal is not a producer,0.841,0.073,0.087,entailment,0.147,Neither Jamal or Prescott is a producer,Prescott is not a producer,0.878,0.086,0.036,entailment,Jamal is not a producer,0.892,0.074,0.035,entailment,0.027,0.072,0.104,0.176
135,Neither Claire or Nina is a mechanic,Claire is not a mechanic,0.916,0.068,0.016,entailment,Nina is not a mechanic,0.801,0.097,0.102,entailment,0.231,Neither Nina or Claire is a mechanic,Claire is not a mechanic,0.870,0.095,0.035,entailment,Nina is not a mechanic,0.875,0.089,0.037,entailment,0.013,0.094,0.147,0.241
